	annual_mean_scale	annual_vol_scale	shift_oct_mar	shift_apr_may	et_multiplier	acreage_multiplier	irrigation_efficiency	recharge_decline	urban_wet_year_demand_reduction	omr_probability	omr_flow	delta_outflow_multiplier
27	1.219726563	0.917675781	0.009277344	0.088378906	1.280273438	0.907226563	0.318359375	0.199707031	0.250732422	0.142333984	849.609375	1.254882813
28	1.161132813	0.917675781	0.009277344	0.088378906	1.280273438	0.907226563	0.318359375	0.199707031	0.250732422	0.142333984	849.609375	1.254882813
29	1.219726563	1.118652344	0.009277344	0.088378906	1.280273438	0.907226563	0.318359375	0.199707031	0.250732422	0.142333984	849.609375	1.254882813
30	1.219726563	0.917675781	0.321777344	0.088378906	1.280273438	0.907226563	0.318359375	0.199707031	0.250732422	0.142333984	849.609375	1.254882813
31	1.219726563	0.917675781	0.009277344	0.435058594	1.280273438	0.907226563	0.318359375	0.199707031	0.250732422	0.142333984	849.609375	1.254882813
32	1.219726563	0.917675781	0.009277344	0.088378906	0.719726563	0.907226563	0.318359375	0.199707031	0.250732422	0.142333984	849.609375	1.254882813
33	1.219726563	0.917675781	0.009277344	0.088378906	1.280273438	1.344726563	0.318359375	0.199707031	0.250732422	0.142333984	849.609375	1.254882813
34	1.219726563	0.917675781	0.009277344	0.088378906	1.280273438	0.907226563	0.296484375	0.199707031	0.250732422	0.142333984	849.609375	1.254882813
35	1.219726563	0.917675781	0.009277344	0.088378906	1.280273438	0.907226563	0.318359375	0.112792969	0.250732422	0.142333984	849.609375	1.254882813
36	1.219726563	0.917675781	0.009277344	0.088378906	1.280273438	0.907226563	0.318359375	0.199707031	0.266845703	0.142333984	849.609375	1.254882813
37	1.219726563	0.917675781	0.009277344	0.088378906	1.280273438	0.907226563	0.318359375	0.199707031	0.250732422	0.012451172	849.609375	1.254882813
38	1.219726563	0.917675781	0.009277344	0.088378906	1.280273438	0.907226563	0.318359375	0.199707031	0.250732422	0.142333984	-498.046875	1.254882813
39	1.219726563	0.917675781	0.009277344	0.088378906	1.280273438	0.907226563	0.318359375	0.199707031	0.250732422	0.142333984	849.609375	0.540039063
40	1.219726563	1.118652344	0.321777344	0.435058594	0.719726563	1.344726563	0.296484375	0.112792969	0.266845703	0.012451172	-498.046875	0.540039063
41	1.161132813	0.917675781	0.321777344	0.435058594	0.719726563	1.344726563	0.296484375	0.112792969	0.266845703	0.012451172	-498.046875	0.540039063
42	1.161132813	1.118652344	0.009277344	0.435058594	0.719726563	1.344726563	0.296484375	0.112792969	0.266845703	0.012451172	-498.046875	0.540039063
43	1.161132813	1.118652344	0.321777344	0.088378906	0.719726563	1.344726563	0.296484375	0.112792969	0.266845703	0.012451172	-498.046875	0.540039063
44	1.161132813	1.118652344	0.321777344	0.435058594	1.280273438	1.344726563	0.296484375	0.112792969	0.266845703	0.012451172	-498.046875	0.540039063
45	1.161132813	1.118652344	0.321777344	0.435058594	0.719726563	0.907226563	0.296484375	0.112792969	0.266845703	0.012451172	-498.046875	0.540039063
46	1.161132813	1.118652344	0.321777344	0.435058594	0.719726563	1.344726563	0.318359375	0.112792969	0.266845703	0.012451172	-498.046875	0.540039063
47	1.161132813	1.118652344	0.321777344	0.435058594	0.719726563	1.344726563	0.296484375	0.199707031	0.266845703	0.012451172	-498.046875	0.540039063
48	1.161132813	1.118652344	0.321777344	0.435058594	0.719726563	1.344726563	0.296484375	0.112792969	0.250732422	0.012451172	-498.046875	0.540039063
49	1.161132813	1.118652344	0.321777344	0.435058594	0.719726563	1.344726563	0.296484375	0.112792969	0.266845703	0.142333984	-498.046875	0.540039063
50	1.161132813	1.118652344	0.321777344	0.435058594	0.719726563	1.344726563	0.296484375	0.112792969	0.266845703	0.012451172	849.609375	0.540039063
51	1.161132813	1.118652344	0.321777344	0.435058594	0.719726563	1.344726563	0.296484375	0.112792969	0.266845703	0.012451172	-498.046875	1.254882813
52	1.161132813	1.118652344	0.321777344	0.435058594	0.719726563	1.344726563	0.296484375	0.112792969	0.266845703	0.012451172	-498.046875	0.540039063
53	1.469726563	0.742675781	0.384277344	0.463378906	1.030273438	0.657226563	0.218359375	0.074707031	0.438232422	0.204833984	3349.609375	1.004882813
54	0.911132813	0.742675781	0.384277344	0.463378906	1.030273438	0.657226563	0.218359375	0.074707031	0.438232422	0.204833984	3349.609375	1.004882813
55	1.469726563	0.593652344	0.384277344	0.463378906	1.030273438	0.657226563	0.218359375	0.074707031	0.438232422	0.204833984	3349.609375	1.004882813
56	1.469726563	0.742675781	0.446777344	0.463378906	1.030273438	0.657226563	0.218359375	0.074707031	0.438232422	0.204833984	3349.609375	1.004882813
57	1.469726563	0.742675781	0.384277344	0.060058594	1.030273438	0.657226563	0.218359375	0.074707031	0.438232422	0.204833984	3349.609375	1.004882813
58	1.469726563	0.742675781	0.384277344	0.463378906	0.969726563	0.657226563	0.218359375	0.074707031	0.438232422	0.204833984	3349.609375	1.004882813
59	1.469726563	0.742675781	0.384277344	0.463378906	1.030273438	0.594726563	0.218359375	0.074707031	0.438232422	0.204833984	3349.609375	1.004882813
60	1.469726563	0.742675781	0.384277344	0.463378906	1.030273438	0.657226563	0.196484375	0.074707031	0.438232422	0.204833984	3349.609375	1.004882813
61	1.469726563	0.742675781	0.384277344	0.463378906	1.030273438	0.657226563	0.218359375	0.487792969	0.438232422	0.204833984	3349.609375	1.004882813
62	1.469726563	0.742675781	0.384277344	0.463378906	1.030273438	0.657226563	0.218359375	0.074707031	0.829345703	0.204833984	3349.609375	1.004882813
63	1.469726563	0.742675781	0.384277344	0.463378906	1.030273438	0.657226563	0.218359375	0.074707031	0.438232422	0.074951172	3349.609375	1.004882813
64	1.469726563	0.742675781	0.384277344	0.463378906	1.030273438	0.657226563	0.218359375	0.074707031	0.438232422	0.204833984	2001.953125	1.004882813
65	1.469726563	0.742675781	0.384277344	0.463378906	1.030273438	0.657226563	0.218359375	0.074707031	0.438232422	0.204833984	3349.609375	1.290039063
66	1.469726563	0.593652344	0.446777344	0.060058594	0.969726563	0.594726563	0.196484375	0.487792969	0.829345703	0.074951172	2001.953125	1.290039063
67	0.911132813	0.742675781	0.446777344	0.060058594	0.969726563	0.594726563	0.196484375	0.487792969	0.829345703	0.074951172	2001.953125	1.290039063
68	0.911132813	0.593652344	0.384277344	0.060058594	0.969726563	0.594726563	0.196484375	0.487792969	0.829345703	0.074951172	2001.953125	1.290039063
69	0.911132813	0.593652344	0.446777344	0.463378906	0.969726563	0.594726563	0.196484375	0.487792969	0.829345703	0.074951172	2001.953125	1.290039063
70	0.911132813	0.593652344	0.446777344	0.060058594	1.030273438	0.594726563	0.196484375	0.487792969	0.829345703	0.074951172	2001.953125	1.290039063
71	0.911132813	0.593652344	0.446777344	0.060058594	0.969726563	0.657226563	0.196484375	0.487792969	0.829345703	0.074951172	2001.953125	1.290039063
72	0.911132813	0.593652344	0.446777344	0.060058594	0.969726563	0.594726563	0.218359375	0.487792969	0.829345703	0.074951172	2001.953125	1.290039063
73	0.911132813	0.593652344	0.446777344	0.060058594	0.969726563	0.594726563	0.196484375	0.074707031	0.829345703	0.074951172	2001.953125	1.290039063
74	0.911132813	0.593652344	0.446777344	0.060058594	0.969726563	0.594726563	0.196484375	0.487792969	0.438232422	0.074951172	2001.953125	1.290039063
75	0.911132813	0.593652344	0.446777344	0.060058594	0.969726563	0.594726563	0.196484375	0.487792969	0.829345703	0.204833984	2001.953125	1.290039063
76	0.911132813	0.593652344	0.446777344	0.060058594	0.969726563	0.594726563	0.196484375	0.487792969	0.829345703	0.074951172	3349.609375	1.290039063
77	0.911132813	0.593652344	0.446777344	0.060058594	0.969726563	0.594726563	0.196484375	0.487792969	0.829345703	0.074951172	2001.953125	1.004882813
78	0.911132813	0.593652344	0.446777344	0.060058594	0.969726563	0.594726563	0.196484375	0.487792969	0.829345703	0.074951172	2001.953125	1.290039063
79	0.969726563	1.092675781	0.134277344	0.213378906	0.530273438	1.157226563	0.418359375	0.324707031	0.813232422	0.079833984	-1650.390625	0.504882813
80	1.411132813	1.092675781	0.134277344	0.213378906	0.530273438	1.157226563	0.418359375	0.324707031	0.813232422	0.079833984	-1650.390625	0.504882813
81	0.969726563	0.943652344	0.134277344	0.213378906	0.530273438	1.157226563	0.418359375	0.324707031	0.813232422	0.079833984	-1650.390625	0.504882813
82	0.969726563	1.092675781	0.196777344	0.213378906	0.530273438	1.157226563	0.418359375	0.324707031	0.813232422	0.079833984	-1650.390625	0.504882813
83	0.969726563	1.092675781	0.134277344	0.310058594	0.530273438	1.157226563	0.418359375	0.324707031	0.813232422	0.079833984	-1650.390625	0.504882813
84	0.969726563	1.092675781	0.134277344	0.213378906	1.469726563	1.157226563	0.418359375	0.324707031	0.813232422	0.079833984	-1650.390625	0.504882813
85	0.969726563	1.092675781	0.134277344	0.213378906	0.530273438	1.094726563	0.418359375	0.324707031	0.813232422	0.079833984	-1650.390625	0.504882813
86	0.969726563	1.092675781	0.134277344	0.213378906	0.530273438	1.157226563	0.396484375	0.324707031	0.813232422	0.079833984	-1650.390625	0.504882813
87	0.969726563	1.092675781	0.134277344	0.213378906	0.530273438	1.157226563	0.418359375	0.237792969	0.813232422	0.079833984	-1650.390625	0.504882813
88	0.969726563	1.092675781	0.134277344	0.213378906	0.530273438	1.157226563	0.418359375	0.324707031	0.454345703	0.079833984	-1650.390625	0.504882813
89	0.969726563	1.092675781	0.134277344	0.213378906	0.530273438	1.157226563	0.418359375	0.324707031	0.813232422	0.199951172	-1650.390625	0.504882813
90	0.969726563	1.092675781	0.134277344	0.213378906	0.530273438	1.157226563	0.418359375	0.324707031	0.813232422	0.079833984	-2998.046875	0.504882813
91	0.969726563	1.092675781	0.134277344	0.213378906	0.530273438	1.157226563	0.418359375	0.324707031	0.813232422	0.079833984	-1650.390625	0.790039063
92	0.969726563	0.943652344	0.196777344	0.310058594	1.469726563	1.094726563	0.396484375	0.237792969	0.454345703	0.199951172	-2998.046875	0.790039063
93	1.411132813	1.092675781	0.196777344	0.310058594	1.469726563	1.094726563	0.396484375	0.237792969	0.454345703	0.199951172	-2998.046875	0.790039063
94	1.411132813	0.943652344	0.134277344	0.310058594	1.469726563	1.094726563	0.396484375	0.237792969	0.454345703	0.199951172	-2998.046875	0.790039063
95	1.411132813	0.943652344	0.196777344	0.213378906	1.469726563	1.094726563	0.396484375	0.237792969	0.454345703	0.199951172	-2998.046875	0.790039063
96	1.411132813	0.943652344	0.196777344	0.310058594	0.530273438	1.094726563	0.396484375	0.237792969	0.454345703	0.199951172	-2998.046875	0.790039063
97	1.411132813	0.943652344	0.196777344	0.310058594	1.469726563	1.157226563	0.396484375	0.237792969	0.454345703	0.199951172	-2998.046875	0.790039063
98	1.411132813	0.943652344	0.196777344	0.310058594	1.469726563	1.094726563	0.418359375	0.237792969	0.454345703	0.199951172	-2998.046875	0.790039063
99	1.411132813	0.943652344	0.196777344	0.310058594	1.469726563	1.094726563	0.396484375	0.324707031	0.454345703	0.199951172	-2998.046875	0.790039063
100	1.411132813	0.943652344	0.196777344	0.310058594	1.469726563	1.094726563	0.396484375	0.237792969	0.813232422	0.199951172	-2998.046875	0.790039063
101	1.411132813	0.943652344	0.196777344	0.310058594	1.469726563	1.094726563	0.396484375	0.237792969	0.454345703	0.079833984	-2998.046875	0.790039063
102	1.411132813	0.943652344	0.196777344	0.310058594	1.469726563	1.094726563	0.396484375	0.237792969	0.454345703	0.199951172	-1650.390625	0.790039063
103	1.411132813	0.943652344	0.196777344	0.310058594	1.469726563	1.094726563	0.396484375	0.237792969	0.454345703	0.199951172	-2998.046875	0.504882813
104	1.411132813	0.943652344	0.196777344	0.310058594	1.469726563	1.094726563	0.396484375	0.237792969	0.454345703	0.199951172	-2998.046875	0.790039063
105	0.844726563	0.830175781	0.071777344	0.150878906	0.655273438	1.282226563	0.268359375	0.012207031	0.531982422	0.173583984	4599.609375	0.629882813
106	0.786132813	0.830175781	0.071777344	0.150878906	0.655273438	1.282226563	0.268359375	0.012207031	0.531982422	0.173583984	4599.609375	0.629882813
107	0.844726563	1.031152344	0.071777344	0.150878906	0.655273438	1.282226563	0.268359375	0.012207031	0.531982422	0.173583984	4599.609375	0.629882813
108	0.844726563	0.830175781	0.134277344	0.150878906	0.655273438	1.282226563	0.268359375	0.012207031	0.531982422	0.173583984	4599.609375	0.629882813
109	0.844726563	0.830175781	0.071777344	0.372558594	0.655273438	1.282226563	0.268359375	0.012207031	0.531982422	0.173583984	4599.609375	0.629882813
110	0.844726563	0.830175781	0.071777344	0.150878906	1.344726563	1.282226563	0.268359375	0.012207031	0.531982422	0.173583984	4599.609375	0.629882813
111	0.844726563	0.830175781	0.071777344	0.150878906	0.655273438	1.219726563	0.268359375	0.012207031	0.531982422	0.173583984	4599.609375	0.629882813
112	0.844726563	0.830175781	0.071777344	0.150878906	0.655273438	1.282226563	0.146484375	0.012207031	0.531982422	0.173583984	4599.609375	0.629882813
113	0.844726563	0.830175781	0.071777344	0.150878906	0.655273438	1.282226563	0.268359375	0.300292969	0.531982422	0.173583984	4599.609375	0.629882813
114	0.844726563	0.830175781	0.071777344	0.150878906	0.655273438	1.282226563	0.268359375	0.012207031	0.735595703	0.173583984	4599.609375	0.629882813
115	0.844726563	0.830175781	0.071777344	0.150878906	0.655273438	1.282226563	0.268359375	0.012207031	0.531982422	0.168701172	4599.609375	0.629882813
116	0.844726563	0.830175781	0.071777344	0.150878906	0.655273438	1.282226563	0.268359375	0.012207031	0.531982422	0.173583984	751.953125	0.629882813
117	0.844726563	0.830175781	0.071777344	0.150878906	0.655273438	1.282226563	0.268359375	0.012207031	0.531982422	0.173583984	4599.609375	0.915039063
118	0.844726563	1.031152344	0.134277344	0.372558594	1.344726563	1.219726563	0.146484375	0.300292969	0.735595703	0.168701172	751.953125	0.915039063
119	0.786132813	0.830175781	0.134277344	0.372558594	1.344726563	1.219726563	0.146484375	0.300292969	0.735595703	0.168701172	751.953125	0.915039063
120	0.786132813	1.031152344	0.071777344	0.372558594	1.344726563	1.219726563	0.146484375	0.300292969	0.735595703	0.168701172	751.953125	0.915039063
121	0.786132813	1.031152344	0.134277344	0.150878906	1.344726563	1.219726563	0.146484375	0.300292969	0.735595703	0.168701172	751.953125	0.915039063
122	0.786132813	1.031152344	0.134277344	0.372558594	0.655273438	1.219726563	0.146484375	0.300292969	0.735595703	0.168701172	751.953125	0.915039063
123	0.786132813	1.031152344	0.134277344	0.372558594	1.344726563	1.282226563	0.146484375	0.300292969	0.735595703	0.168701172	751.953125	0.915039063
124	0.786132813	1.031152344	0.134277344	0.372558594	1.344726563	1.219726563	0.268359375	0.300292969	0.735595703	0.168701172	751.953125	0.915039063
125	0.786132813	1.031152344	0.134277344	0.372558594	1.344726563	1.219726563	0.146484375	0.012207031	0.735595703	0.168701172	751.953125	0.915039063
126	0.786132813	1.031152344	0.134277344	0.372558594	1.344726563	1.219726563	0.146484375	0.300292969	0.531982422	0.168701172	751.953125	0.915039063
127	0.786132813	1.031152344	0.134277344	0.372558594	1.344726563	1.219726563	0.146484375	0.300292969	0.735595703	0.173583984	751.953125	0.915039063
128	0.786132813	1.031152344	0.134277344	0.372558594	1.344726563	1.219726563	0.146484375	0.300292969	0.735595703	0.168701172	4599.609375	0.915039063
129	0.786132813	1.031152344	0.134277344	0.372558594	1.344726563	1.219726563	0.146484375	0.300292969	0.735595703	0.168701172	751.953125	0.629882813
130	0.786132813	1.031152344	0.134277344	0.372558594	1.344726563	1.219726563	0.146484375	0.300292969	0.735595703	0.168701172	751.953125	0.915039063
131	1.344726563	1.180175781	0.321777344	0.400878906	1.155273438	0.782226563	0.468359375	0.262207031	0.906982422	0.048583984	-400.390625	1.129882813
132	1.286132813	1.180175781	0.321777344	0.400878906	1.155273438	0.782226563	0.468359375	0.262207031	0.906982422	0.048583984	-400.390625	1.129882813
133	1.344726563	0.681152344	0.321777344	0.400878906	1.155273438	0.782226563	0.468359375	0.262207031	0.906982422	0.048583984	-400.390625	1.129882813
134	1.344726563	1.180175781	0.384277344	0.400878906	1.155273438	0.782226563	0.468359375	0.262207031	0.906982422	0.048583984	-400.390625	1.129882813
135	1.344726563	1.180175781	0.321777344	0.122558594	1.155273438	0.782226563	0.468359375	0.262207031	0.906982422	0.048583984	-400.390625	1.129882813
136	1.344726563	1.180175781	0.321777344	0.400878906	0.844726563	0.782226563	0.468359375	0.262207031	0.906982422	0.048583984	-400.390625	1.129882813
137	1.344726563	1.180175781	0.321777344	0.400878906	1.155273438	0.719726563	0.468359375	0.262207031	0.906982422	0.048583984	-400.390625	1.129882813
138	1.344726563	1.180175781	0.321777344	0.400878906	1.155273438	0.782226563	0.346484375	0.262207031	0.906982422	0.048583984	-400.390625	1.129882813
139	1.344726563	1.180175781	0.321777344	0.400878906	1.155273438	0.782226563	0.468359375	0.050292969	0.906982422	0.048583984	-400.390625	1.129882813
140	1.344726563	1.180175781	0.321777344	0.400878906	1.155273438	0.782226563	0.468359375	0.262207031	0.360595703	0.048583984	-400.390625	1.129882813
141	1.344726563	1.180175781	0.321777344	0.400878906	1.155273438	0.782226563	0.468359375	0.262207031	0.906982422	0.043701172	-400.390625	1.129882813
142	1.344726563	1.180175781	0.321777344	0.400878906	1.155273438	0.782226563	0.468359375	0.262207031	0.906982422	0.048583984	-4248.046875	1.129882813
143	1.344726563	1.180175781	0.321777344	0.400878906	1.155273438	0.782226563	0.468359375	0.262207031	0.906982422	0.048583984	-400.390625	1.415039063
144	1.344726563	0.681152344	0.384277344	0.122558594	0.844726563	0.719726563	0.346484375	0.050292969	0.360595703	0.043701172	-4248.046875	1.415039063
145	1.286132813	1.180175781	0.384277344	0.122558594	0.844726563	0.719726563	0.346484375	0.050292969	0.360595703	0.043701172	-4248.046875	1.415039063
146	1.286132813	0.681152344	0.321777344	0.122558594	0.844726563	0.719726563	0.346484375	0.050292969	0.360595703	0.043701172	-4248.046875	1.415039063
147	1.286132813	0.681152344	0.384277344	0.400878906	0.844726563	0.719726563	0.346484375	0.050292969	0.360595703	0.043701172	-4248.046875	1.415039063
148	1.286132813	0.681152344	0.384277344	0.122558594	1.155273438	0.719726563	0.346484375	0.050292969	0.360595703	0.043701172	-4248.046875	1.415039063
149	1.286132813	0.681152344	0.384277344	0.122558594	0.844726563	0.782226563	0.346484375	0.050292969	0.360595703	0.043701172	-4248.046875	1.415039063
150	1.286132813	0.681152344	0.384277344	0.122558594	0.844726563	0.719726563	0.468359375	0.050292969	0.360595703	0.043701172	-4248.046875	1.415039063
151	1.286132813	0.681152344	0.384277344	0.122558594	0.844726563	0.719726563	0.346484375	0.262207031	0.360595703	0.043701172	-4248.046875	1.415039063
152	1.286132813	0.681152344	0.384277344	0.122558594	0.844726563	0.719726563	0.346484375	0.050292969	0.906982422	0.043701172	-4248.046875	1.415039063
153	1.286132813	0.681152344	0.384277344	0.122558594	0.844726563	0.719726563	0.346484375	0.050292969	0.360595703	0.048583984	-4248.046875	1.415039063
154	1.286132813	0.681152344	0.384277344	0.122558594	0.844726563	0.719726563	0.346484375	0.050292969	0.360595703	0.043701172	-400.390625	1.415039063
155	1.286132813	0.681152344	0.384277344	0.122558594	0.844726563	0.719726563	0.346484375	0.050292969	0.360595703	0.043701172	-4248.046875	1.129882813
156	1.286132813	0.681152344	0.384277344	0.122558594	0.844726563	0.719726563	0.346484375	0.050292969	0.360595703	0.043701172	-4248.046875	1.415039063
157	1.094726563	0.655175781	0.196777344	0.025878906	1.405273438	0.532226563	0.168359375	0.387207031	0.719482422	0.111083984	-2900.390625	1.379882813
158	0.536132813	0.655175781	0.196777344	0.025878906	1.405273438	0.532226563	0.168359375	0.387207031	0.719482422	0.111083984	-2900.390625	1.379882813
159	1.094726563	0.856152344	0.196777344	0.025878906	1.405273438	0.532226563	0.168359375	0.387207031	0.719482422	0.111083984	-2900.390625	1.379882813
160	1.094726563	0.655175781	0.259277344	0.025878906	1.405273438	0.532226563	0.168359375	0.387207031	0.719482422	0.111083984	-2900.390625	1.379882813
161	1.094726563	0.655175781	0.196777344	0.497558594	1.405273438	0.532226563	0.168359375	0.387207031	0.719482422	0.111083984	-2900.390625	1.379882813
162	1.094726563	0.655175781	0.196777344	0.025878906	0.594726563	0.532226563	0.168359375	0.387207031	0.719482422	0.111083984	-2900.390625	1.379882813
163	1.094726563	0.655175781	0.196777344	0.025878906	1.405273438	1.469726563	0.168359375	0.387207031	0.719482422	0.111083984	-2900.390625	1.379882813
164	1.094726563	0.655175781	0.196777344	0.025878906	1.405273438	0.532226563	0.446484375	0.387207031	0.719482422	0.111083984	-2900.390625	1.379882813
165	1.094726563	0.655175781	0.196777344	0.025878906	1.405273438	0.532226563	0.168359375	0.425292969	0.719482422	0.111083984	-2900.390625	1.379882813
166	1.094726563	0.655175781	0.196777344	0.025878906	1.405273438	0.532226563	0.168359375	0.387207031	0.923095703	0.111083984	-2900.390625	1.379882813
167	1.094726563	0.655175781	0.196777344	0.025878906	1.405273438	0.532226563	0.168359375	0.387207031	0.719482422	0.106201172	-2900.390625	1.379882813
168	1.094726563	0.655175781	0.196777344	0.025878906	1.405273438	0.532226563	0.168359375	0.387207031	0.719482422	0.111083984	3251.953125	1.379882813
169	1.094726563	0.655175781	0.196777344	0.025878906	1.405273438	0.532226563	0.168359375	0.387207031	0.719482422	0.111083984	-2900.390625	0.665039063
170	1.094726563	0.856152344	0.259277344	0.497558594	0.594726563	1.469726563	0.446484375	0.425292969	0.923095703	0.106201172	3251.953125	0.665039063
171	0.536132813	0.655175781	0.259277344	0.497558594	0.594726563	1.469726563	0.446484375	0.425292969	0.923095703	0.106201172	3251.953125	0.665039063
172	0.536132813	0.856152344	0.196777344	0.497558594	0.594726563	1.469726563	0.446484375	0.425292969	0.923095703	0.106201172	3251.953125	0.665039063
173	0.536132813	0.856152344	0.259277344	0.025878906	0.594726563	1.469726563	0.446484375	0.425292969	0.923095703	0.106201172	3251.953125	0.665039063
174	0.536132813	0.856152344	0.259277344	0.497558594	1.405273438	1.469726563	0.446484375	0.425292969	0.923095703	0.106201172	3251.953125	0.665039063
175	0.536132813	0.856152344	0.259277344	0.497558594	0.594726563	0.532226563	0.446484375	0.425292969	0.923095703	0.106201172	3251.953125	0.665039063
176	0.536132813	0.856152344	0.259277344	0.497558594	0.594726563	1.469726563	0.168359375	0.425292969	0.923095703	0.106201172	3251.953125	0.665039063
177	0.536132813	0.856152344	0.259277344	0.497558594	0.594726563	1.469726563	0.446484375	0.387207031	0.923095703	0.106201172	3251.953125	0.665039063
178	0.536132813	0.856152344	0.259277344	0.497558594	0.594726563	1.469726563	0.446484375	0.425292969	0.719482422	0.106201172	3251.953125	0.665039063
179	0.536132813	0.856152344	0.259277344	0.497558594	0.594726563	1.469726563	0.446484375	0.425292969	0.923095703	0.111083984	3251.953125	0.665039063
180	0.536132813	0.856152344	0.259277344	0.497558594	0.594726563	1.469726563	0.446484375	0.425292969	0.923095703	0.106201172	-2900.390625	0.665039063
181	0.536132813	0.856152344	0.259277344	0.497558594	0.594726563	1.469726563	0.446484375	0.425292969	0.923095703	0.106201172	3251.953125	1.379882813
182	0.536132813	0.856152344	0.259277344	0.497558594	0.594726563	1.469726563	0.446484375	0.425292969	0.923095703	0.106201172	3251.953125	0.665039063
183	0.594726563	1.005175781	0.446777344	0.275878906	0.905273438	1.032226563	0.368359375	0.137207031	0.344482422	0.236083984	2099.609375	0.879882813
184	1.036132813	1.005175781	0.446777344	0.275878906	0.905273438	1.032226563	0.368359375	0.137207031	0.344482422	0.236083984	2099.609375	0.879882813
185	0.594726563	0.506152344	0.446777344	0.275878906	0.905273438	1.032226563	0.368359375	0.137207031	0.344482422	0.236083984	2099.609375	0.879882813
