,alfalfa,almond,apple,citrus,corn,cotton,cucumber,deciduous_misc,field_misc,grain,grape,melon,onion,pasture,peach,pepper,pistachio,potatoe,rice,squash,strawberry,subtropical_misc,tomato,vegetable_small,walnut
10,13.507812164156006,67.54450043888812,0.9559680664451031,1.459265135528984,10.249634830129516,98.48497509770134,0.3363870967741936,1.2330676061054975,36.93432604372591,21.323131520751467,11.559537768136654,17.887220433709864,16.437426300427745,0.0,1.1609499999999995,1.7815857551749175,20.36096421126872,0.0,0.0,0.01,0.14899125191364387,1.3608045325779035,96.76385910118358,29.059952645400823,0.445
11,15.186568133849564,69.10486465613845,1.0186591121943815,1.5336751642352262,6.908306478022681,42.13265984828709,0.2703508293569644,1.4850243861740169,46.33356498652755,69.87921594518846,12.600916610395794,18.876557004878457,15.64160849268284,0.0,1.148,0.9909092851393867,24.278933673892066,0.0,0.0,0.0165,0.18303863298662704,1.5694161945159824,85.82796136556072,23.430980595322662,0.4444186046511628
12,15.543045744820628,69.06603599859112,0.8204039920858381,1.9751562159482352,5.8290039341973054,23.548403640276167,0.0,1.6945512175633515,19.990205107994896,46.7151080025605,12.819122645794124,16.94288957317122,14.890838887863195,0.0,0.9679547903508104,0.7823415959305039,26.69986107497331,0.0,0.0,0.006,0.225,2.0726975609756098,83.66649158792806,23.9577133225921,0.43808510638297865
13,12.396876029158014,68.2464475884887,0.6466482283165356,2.7484427664449855,7.616122661089774,59.146811596132174,0.29910000000000003,1.608240444169082,22.26359244128919,55.63650285786332,12.224532786370833,18.094008619226567,16.961938672105568,0.0,0.9678713267756177,0.7433389848637563,26.72830967364021,0.0,0.0,0.10182668977469672,0.24628966637377847,2.910244255701527,92.38858603169516,26.08389868052056,0.125
14,9.855026571412065,79.31697925792066,1.1553599862600352,3.044346140767903,7.433636232053974,111.0462503794316,0.18517621029342043,1.5362502543492385,26.464328569028574,69.52039424787804,17.747926211642604,18.370857191953387,17.786181356669086,0.0,0.9853419598940597,1.3389714856653412,30.82340039990888,0.0,0.0,0.03630329020535751,0.27694275300048493,3.2003752286322773,85.13003088073211,23.993748684041424,0.11196270825948249
15,10.14756714345778,79.85487403646718,1.1361658632015328,2.880580828870147,8.970482395524865,86.6409821140753,0.08737126479340654,1.6902222633328436,30.654427114664724,39.16980715061204,16.702714906866195,17.236794195860377,21.289777746848003,0.0,1.0102893599334997,1.2789074128472895,39.02881691265978,0.0,0.0,0.09729135216734956,0.22703141708163327,2.5444898019384747,78.21685432991909,25.192572059208217,0.12047032967032965
16,11.00115623399566,83.63518958690032,1.0332936681690268,3.2525106428560155,6.075670263556784,53.879142806953375,0.0,2.0400502798208584,29.09416281348258,49.376086689632835,18.945361215480112,18.991328891344804,16.971667077215894,0.0,0.8540500000000002,0.875877603806094,41.14811854201983,0.0,0.0,0.008,0.2062670386758793,2.996930492972448,83.59066461131584,18.699628464878543,0.20672307692307687
17,10.099624066487928,84.4462628855537,1.093042694697483,4.0690244207801705,3.885405760880297,40.10830652175892,0.0,1.978132569848424,24.406750833925706,13.532070290871559,20.959726479390902,14.864604865603596,12.415254641217343,0.0,0.8821500000000002,0.2930121964023457,50.460224937633214,0.0,0.0,0.018,0.24999221394719023,3.0856095183917875,75.45249548938683,15.492759613222645,0.189
18,7.700525280875204,88.74435891013623,1.1103594317394316,4.162767514640587,3.044651161392611,36.11093862454972,0.0,1.84998,22.035186047036593,22.96069975706683,20.27244924787172,15.008175517078126,13.124248167217912,0.0,0.8881499999999999,0.164,52.83097212849424,0.0,0.0,0.0145,0.20494426025694162,2.8211231532915333,72.56082396917128,13.479936829181025,0.22
19,5.89182753212577,90.03310547042481,1.157329747161484,4.368710263511694,3.054477194511679,40.90929911973291,0.0,1.8741496621805935,26.61194748806322,39.031433658307904,20.060807577321995,16.712759075322523,12.8694194055386,0.0,1.087529388848308,0.1,58.95580072130121,0.0,0.0,0.01,0.0568886997233454,2.6349777716930793,67.96156931541051,15.365073395904274,0.18122451291616007
