ORO_fnf,SHA_fnf,FOL_fnf,YRS_fnf,MHB_fnf,PAR_fnf,NHG_fnf,NML_fnf,DNP_fnf,EXC_fnf,MIL_fnf,PFT_fnf,KWH_fnf,SUC_fnf,ISB_fnf,ORO_otf,SHA_otf,FOL_otf,YRS_otf,MHB_otf,PAR_otf,NHG_otf,NML_otf,DNP_otf,EXC_otf,MIL_otf,PFT_otf,KWH_otf,SUC_otf,ISB_otf
23056.78716,19983.01041,6999.349071,0,773.2921634,781.173283,205.9956997,1109.478921,2696.844869,642.8758369,2706.096759,2293.576388,677.2525572,713.2640303,550.4298111,12810.66163,6790.438704,3743.514599,3028.1958,368.931079,326.9026644,36.30646707,734.2525563,233.7851677,380.3728377,272.6810333,1593.904171,277.9037564,138.9309305,332.9097373
20661.98027,18261.63903,6375.050827,0,728.1771879,765.5834667,563.2421015,1351.81425,2278.419694,582.6734174,2073.970013,2037.540522,548.4215719,285.663138,578.1366408,7719.711231,7349.112461,3041.145112,3028.1958,368.931079,285.7160478,72.61293413,405.4833787,727.1622841,382.2442637,516.9337477,1415.882307,234.7692619,138.9309305,313.8607936
16648.75007,14008.29526,6333.641886,0,687.3803601,700.3686408,645.3518416,1192.698858,2326.920569,550.8803363,5864.176909,1509.818674,458.7556106,828.4249818,743.4370921,5194.206007,7774.712413,3580.993356,3028.1958,368.931079,309.6251703,37.51765638,0,384.3789807,377.5767071,86.15461222,1049.241269,259.8476913,108.6986314,360.9856057
13779.41358,15758.9469,6437.233023,0,637.9687202,758.4985897,521.4658819,1277.361735,2705.395601,482.723772,5622.167312,1616.865455,434.384914,1469.337074,663.0164696,4085.175761,7284.937815,3660.199437,2111.458283,367.1739383,334.8768924,53.24963484,901.3883808,384.3789807,362.6163075,176.4924799,1123.594744,175.5692143,91.4265855,304.8338688
13309.64406,14243.15381,7473.281961,6212.663456,595.0020769,792.5183474,2760.053837,1154.743289,3586.40137,680.3554852,2914.909835,1680.822254,430.9062752,630.2427692,436.0616831,6525.847293,15289.05162,3417.055188,2111.458283,360.1453757,280.3998958,39.9377879,690.4278102,384.3789807,366.3591595,391.4563316,1168.073287,165.5459258,96.45977409,358.9852636
12392.09981,16779.13298,7236.24673,6129.766446,558.4804301,788.2735954,2433.042062,1290.505027,3026.67885,2410.211619,2123.300506,1645.139994,423.9388852,433.8481858,666.5904736,12321.31984,23416.52773,3380.356843,2111.458283,353.116813,337.5349684,38.72659859,489.0512909,384.3789807,368.2305855,313.6732923,1143.303154,183.6019909,92.13968965,305.8391169
12135.38439,15515.45838,7014.89462,6021.065404,519.8319344,715.9584572,1513.996258,1243.782035,2423.922318,2346.648956,3792.412259,1662.563788,443.0916235,848.0606767,678.2087528,17198.94756,25160.66074,3493.42742,2111.458283,351.3596724,284.3870098,76.24425497,547.9486293,963.8033628,284.1154912,357.1661905,1155.365132,184.6022989,84.22091683,338.9209178
10673.71507,16047.12635,6548.66572,6183.992309,498.3486127,2520.765256,767.7951022,1259.842573,2883.278866,4726.195408,1407.48603,1795.172421,475.2993698,495.4461228,528.0895198,17143.21739,31458.70012,3435.475207,2111.458283,344.3311097,296.3483519,56.88095568,664.3920663,963.8033628,300.0005954,1112.531327,1247.553103,230.7579257,84.94231289,291.7961056
11773.61918,23786.36274,5397.469662,6395.41085,472.5686267,1015.113141,619.4297982,1220.428381,3215.495839,3389.264628,2524.908758,71.33009004,497.930747,382.0728005,622.8061583,13519.36354,25602.92773,3158.466462,2111.458283,328.5168438,330.8897784,61.72121872,1164.406509,9709.801339,263.551822,1097.446499,49.57041972,201.6580559,79.18606986,318.866726
14742.26055,26313.71194,5436.264749,13084.01534,487.6069519,1290.157634,1907.310135,1198.533351,2626.7569,3032.679259,2178.434587,586.1906737,498.8004067,315.1213846,622.8061583,9025.345108,30558.41777,3644.613267,2111.458283,314.4597185,380.0641846,59.3010872,2127.436499,6951.701623,315.8856996,730.2271319,407.3717512,222.7251491,79.18606986,376.023711
29541.9702,22336.21908,5743.186164,17029.4144,459.6786337,1213.597744,1284.9484,1503.636525,2848.795585,1745.799671,2239.256184,1536.319534,504.0284773,280.3096591,460.1834438,7154.359688,35604.46099,3263.035492,3933.825834,310.9454372,411.9610967,35.09527775,1682.223884,6951.701623,292.5258998,791.2852485,1067.668093,183.6019909,77.02602764,640.7491963
23966.1244,22152.83216,5624.049479,12877.08445,416.7119904,898.8532433,764.9252171,1642.28414,2304.352243,1219.909683,2193.291771,1708.262121,498.8004067,249.9575979,538.8115318,6181.403924,24953.30708,3441.142905,3933.825834,317.9739998,312.2832463,62.93016093,1178.100001,6951.701623,263.551822,481.7931868,1187.135519,139.4570843,69.10725481,599.6355647
21170.81518,27725.32893,4916.933353,19000.24407,408.1186617,808.1235992,551.7160224,1797.086399,2420.698271,1074.490997,2335.595736,1659.851101,481.3869878,230.3124944,509.3232326,6789.791537,19882.32893,3052.480508,3933.825834,312.7025778,280.3998958,44.77805095,994.5403443,4317.012775,254.2057004,690.9154644,1153.4266,135.445748,73.42651006,628.7166813
17664.77849,80170.90695,5077.616551,22667.65767,517.6836022,618.1439362,423.5174786,1681.808121,2593.25485,1223.316924,2179.595305,2238.696655,551.030551,209.7829849,394.0588373,9653.857503,18405.91837,4334.230435,3933.825834,414.5939162,308.2961323,24.20356234,2671.275687,3282.96584,424.307315,561.2568176,1555.779707,186.6130191,72.70677239,552.5107526
16601.14938,57432.46949,5771.663409,19223.38038,1198.597482,725.8834591,345.7203226,1566.404371,2347.386255,943.8761853,2265.604471,2273.439908,676.3828975,199.9604331,583.4921143,8084.124575,15905.86315,5053.603017,3933.825834,664.0622502,305.6380563,62.93016093,2460.370838,3095.03802,301.8720214,506.0503991,1579.903662,494.6169532,95.02527389,421.148181
17366.04315,55920.68317,5704.391077,17756.16563,794.7754851,791.0982849,360.1317998,1449.620418,2533.960429,881.4061883,2062.594982,2078.648155,563.2158993,187.4658462,300.238466,6672.138971,14332.33758,4163.207644,3933.825834,498.936668,284.3870098,79.8733287,1323.309522,2590.29645,279.4369262,450.8541047,1444.529503,301.9818778,115.182904,413.1265043
15648.15083,45378.24666,5071.150703,16722.75779,650.8587132,574.1837411,1714.174623,1243.782035,2210.434364,816.6568648,2960.758176,1783.278335,560.6069202,465.9878762,621.9209561,5845.629691,14443.8886,4200.047682,3933.825834,423.3796195,314.9413223,22.99462013,1179.465171,2584.525438,271.9622306,525.2962091,1239.260493,275.9031403,91.4265855,413.1265043
14583.2086,41300.58448,6175.710113,13449.26081,534.8702596,531.6590441,1270.536923,1513.862571,2464.993867,722.3820377,2361.944023,1538.197548,459.6252703,399.9302749,401.2068453,6357.882773,13313.94238,3566.824111,2470.748302,416.3510569,329.5607404,62.93016093,1056.181953,3159.554972,285.9869172,696.7671625,1068.938909,215.7027847,91.4265855,385.0506358
13516.78911,38602.17689,5437.50289,11571.05141,489.7552841,487.698849,852.7902403,1337.212334,2738.89765,701.9385931,2189.92569,1709.201128,417.8411548,294.5918751,1075.841594,5805.534935,12063.38982,4337.064284,2470.748302,384.745345,292.3612379,59.3010872,1317.820981,4460.548196,293.4616128,499.3685293,1187.781696,245.8029625,77.74576531,368.0020343
3152.642636,10531.34083,4245.723319,3600.348046,605.1207214,1291.176374,312.476194,2223.851287,2053.57749,1224.726817,2111.925475,947.3744403,566.3911685,205.6149864,457.7159426,2985.433876,8373.544538,3109.299181,792.4373876,334.9292662,460.3082445,43.20283071,1364.05567,1095.900343,560.6351945,793.9681205,547.3553081,217.1476741,78.53017988,233.4612542
3210.7483,11168.41775,3045.964617,3627.39865,628.4086421,1291.176374,280.147326,2226.83127,1922.933516,1439.852949,1993.648363,2107.757367,465.3286201,193.3179796,653.257115,2885.584,10041.69162,3125.027044,792.4373876,322.6292816,422.688332,72.00621592,1278.718609,1848.647446,558.5436008,504.8051416,479.8297733,215.1773704,76.26483042,263.9943957
1568.50824,9337.168332,3019.688512,4537.769877,591.5432621,1149.648626,227.8068266,1845.550328,1141.494715,948.0588671,1894.174874,1383.678755,421.2894567,180.1365667,762.5021351,1980.74288,8871.062089,2919.572987,792.4373876,311.4702974,383.8071896,72.00621592,1121.598675,1110.623822,638.7837424,574.3573321,438.9052067,204.3154398,74.75487384,249.220295
2777.417923,9824.915906,2775.912291,4323.11025,535.299926,1269.28889,198.5650242,1871.585966,1141.494715,859.3061198,2103.452237,1240.323709,418.2962093,173.983359,654.3525528,1916.653193,8033.248307,3184.112796,956.3542024,300.3113132,333.6292241,45.0050085,1408.771956,1864.776684,542.9116895,1097.041537,490.0609149,196.424121,74.75487384,276.7986164
3155.925442,12367.21345,2902.615395,4352.030711,490.7005502,1240.100431,221.6482083,1760.228718,1820.044377,674.5044304,1862.951573,1111.262435,403.2794108,166.0801565,800.7318064,1732.279236,7231.524562,2460.489441,956.3542024,291.3886898,366.2449016,18.00155398,1240.800313,1870.695671,526.2449898,1398.130642,466.5292891,188.522698,75.50943753,314.2364924
4124.517319,25495.40558,2252.59133,3796.558414,449.9681723,1219.679315,223.1994975,1874.565949,1379.261141,776.8273952,1781.585277,982.2011608,415.2928496,163.4363471,683.840852,2728.610708,6804.612245,2179.371614,956.3542024,285.7977877,396.3516809,99.00967045,1269.246,2689.735422,533.5325428,1152.723786,502.3382849,193.4636134,75.50943753,322.1160128
3256.379302,47266.05323,2729.275644,3668.660169,422.8132537,1126.310207,126.2190987,1885.23115,1810.232062,833.1996061,1189.967572,1118.461488,433.3028955,170.4739608,571.3316487,2205.521205,9018.309436,2085.996288,956.3542024,276.8751643,411.391509,79.20593867,1376.258619,2063.654629,542.9116895,1259.026261,506.4307415,188.522698,70.97873861,248.2353549
3192.036307,30440.68825,4066.468006,3837.695276,399.5468164,949.7748316,198.5650242,1897.464763,1810.232062,951.1841293,1142.587084,904.3679267,399.2749312,160.8019462,680.5656038,2201.960666,8733.657479,2058.507952,956.3542024,277.9933447,438.98939,79.20593867,1106.693247,2300.858012,500.1881349,1578.034925,554.5171072,185.5621904,77.0202233,245.2805348
3735.176541,49565.32457,3446.296898,3903.514255,378.213878,1013.970917,200.1008006,1715.999502,1810.232062,1046.19915,1442.65577,894.1223187,485.3409058,152.0143377,627.044064,4024.646612,8515.936135,2004.381435,956.3542024,267.9297209,398.8470176,23.40134604,1341.028872,2177.00322,441.832669,1304.685704,539.1703948,195.4339171,77.0202233,234.4461942
3804.279605,32917.18226,3212.150664,3777.236554,364.6364187,939.5565559,150.8473668,1921.775148,1810.232062,943.8761853,1330.066173,1058.991054,469.3229874,144.1111351,635.774371,2859.421785,9521.863866,1808.845851,956.3542024,252.2980151,403.8648142,45.0050085,922.4649354,1954.597304,440.7978805,1403.091424,874.7410709,226.0291968,76.26483042,276.7986164
3488.637819,26085.63408,4184.779264,3765.892753,351.0589594,961.4440406,178.5533929,1857.783941,1810.232062,914.6444094,2157.425601,1051.896336,446.3073419,154.6487385,622.673378,4778.397068,9389.577479,2001.405894,1276.545884,246.729933,418.9182038,104.4094625,1182.543769,2004.760714,419.9479933,1319.669291,1802.727157,219.1179778,77.77478699,394.0267905
4729.046024,23521.29929,3583.730557,3683.494371,343.2819969,1078.167002,152.3862458,1862.332335,2605.590333,898.982851,1787.272793,930.9939875,483.338666,160.8019462,637.9652465,3135.286092,5914.828812,1630.88013,1276.545884,240.0208504,407.6349424,261.0236563,1060.639651,1919.23136,380.3508209,1306.710513,1308.509168,267.4864071,77.77478699,319.1611926
4289.478315,20539.33544,3733.132914,3662.551968,366.5699176,1081.084305,152.3862458,1804.457935,1818.642618,915.6900798,1851.576542,1002.681943,455.3174211,164.3207531,680.5656038,3443.195243,7778.387035,2015.291754,1276.545884,231.0982271,400.1082475,97.20973976,1145.976713,1128.306794,404.316082,1377.275109,865.5330434,237.8712272,79.28474357,373.3328954
3430.696295,20302.01119,3054.356462,3663.424568,570.2103237,1124.843839,169.3232218,1854.803958,1444.653216,933.4429791,1790.987089,976.0558827,446.3073419,152.0143377,652.1616772,2706.163836,7920.647395,2026.060381,1276.545884,225.511889,385.0548579,0,1158.165731,1157.768549,363.6841211,676.711429,870.6486143,253.663969,73.99948095,298.4672975
6011.802425,18015.06838,3381.775991,3654.57391,556.6328644,1050.444913,96.9741937,2007.253598,1444.653216,983.5529165,1770.210246,743.5682211,489.3453854,140.5923283,560.3994012,3023.516154,6282.422233,2205.017948,1276.545884,221.0460133,333.6292241,93.60763128,1178.490049,1187.230304,424.1201724,815.8259341,764.2447412,217.1476741,77.77478699,278.7684965
7764.000069,21897.01511,3589.783692,3617.800049,707.9184156,1173.002479,634.182559,2585.370239,3530.190819,1226.841656,1908.451699,776.33956,510.358791,145.86113,604.0951962,2575.352759,7706.600672,1839.309728,1276.545884,215.4642392,307.292573,122.4110165,1122.949915,1119.472707,422.039587,665.7774602,1067.075764,223.0686892,78.53017988,388.1171502
9009.168343,22427.14201,4202.801095,3649.33831,828.160567,1060.663189,1217.560395,2769.972324,5453.124335,1476.392669,1663.192093,864.4184021,700.4906737,144.1111351,677.2903555,2271.004146,5965.617335,1605.375489,1276.545884,212.1142619,238.3046513,57.60452332,1127.017565,1079.697118,437.6714983,365.6805125,863.4868151,228.9897044,78.53017988,284.6781368
6653.919257,24915.96455,4082.013555,3637.994508,657.4970596,1110.257327,4025.130221,2400.768154,3902.778462,1144.351182,2093.00578,1041.608994,571.396768,206.4993924,642.3359325,3011.596091,6236.620696,1557.200055,3650.214793,208.7665667,173.0868577,63.00656248,1003.748277,1864.776684,407.4424643,645.9039595,878.8335276,216.1574702,100.4315984,215.7323332
5134.144271,23268.56437,4524.16749,3641.484909,597.3652423,989.1661299,5890.710675,1786.107515,2593.114675,1002.351486,3213.794589,1265.885562,481.3364262,244.2842275,584.4326417,4866.481687,8105.03467,1787.166905,3650.214793,213.2324423,193.1580439,64.80649317,1498.204527,1117.99296,551.2560478,762.1684945,800.0537369,210.236455,98.15961538,354.6190345
3548.384886,26151.89995,13812.15155,3629.14385,609.0092026,1107.340025,2134.884268,1621.424262,2762.727559,950.1502079,2302.167072,1209.545152,443.3039822,262.734442,558.2195907,7050.639662,6495.156591,1834.350492,3650.214793,243.3753917,191.896814,91.80770059,979.3563095,1106.214177,460.5909625,432.2562337,835.8627327,205.3056437,89.85941476,276.7986164
4437.04044,26469.35966,9347.139693,3620.417849,552.7658665,1006.669944,1260.65521,1949.379198,2715.348092,862.4431311,2075.014659,2155.959718,428.297296,232.8622181,576.7867074,10648.3313,7304.492053,1460.849187,3650.214793,226.6277874,211.9680002,66.60642386,1185.260179,2010.679701,356.3855598,721.4293366,763.221627,197.4042208,90.61397845,329.0105931
17260.99337,24028.31019,6871.132684,3620.417849,519.7889678,787.825967,937.413069,1763.208701,2776.604977,890.6292366,1523.093492,1908.061911,423.2916965,217.9214018,582.2528312,8231.190284,7412.105979,1748.768251,3650.214793,214.3483408,196.9146105,73.80614661,1098.557947,1380.189263,386.6035854,419.337952,1057.867737,214.1871665,95.8959243,282.7082567
57168.42316,26376.89567,6247.384725,3608.201447,496.5225304,1028.557428,757.3238998,1712.862678,2584.704118,940.7509231,1538.298891,4510.571551,422.2905766,188.9241753,613.932006,5680.916098,7387.433518,1611.184879,3650.214793,217.698318,198.1758405,99.00967045,1015.937296,917.6648633,376.1896501,670.7483664,879.8566417,235.9009235,95.8959243,308.3268521
51692.70294,26096.42155,6028.646468,3605.583647,480.9900888,973.1132497,674.1903088,1940.125568,5304.257489,1005.488498,1812.808578,3635.938842,436.3062552,188.0397693,658.7232388,5236.158435,8150.836207,1723.263609,3650.214793,221.0460133,196.9146105,14.40124318,1259.759461,3951.959285,344.9258276,582.3148316,696.7192064,234.9107196,96.65048799,546.7026525
27797.15887,34804.98882,5297.317806,3615.182248,484.87857,1002.301708,2593.6005,1914.246771,9563.082833,1108.845384,2502.855126,2188.720624,457.3196609,176.6177599,595.3648892,5020.978083,6312.081681,1353.644677,1924.556386,212.1142619,215.7381284,43.20283071,1122.949915,3004.921451,362.6383243,595.2331133,903.3882675,230.9701122,94.38679691,356.5889146
25430.25582,28429.59636,5064.272141,3622.163049,471.3011107,924.9700446,2381.229001,2107.945645,5727.028117,1164.183673,2817.177423,2028.880792,442.3129747,169.5895548,630.3193122,4389.67918,7925.634382,1376.258793,1924.556386,206.5324878,255.8669392,93.60763128,1155.463252,3448.253537,343.8800308,489.892423,688.5342931,224.0588932,90.61397845,355.6039745
19419.43824,25219.55466,5271.041701,3459.236143,475.189592,876.8268394,2252.006607,1821.239943,4112.762017,1194.414123,2000.264452,1835.341047,483.338666,158.1675454,2197.957135,4417.079844,7053.305402,1849.086507,1924.556386,199.8348153,275.9381254,88.20783922,1137.841413,10679.18335,318.8689728,581.3125511,1312.601624,227.0194007,87.58743177,347.7244541
14548.24672,35754.28584,4172.810567,14369.23064,469.3676118,800.961545,1391.490946,1868.449142,3125.502887,1107.811462,2262.470534,1981.826115,465.3286201,170.4739608,1975.107474,3612.088599,6143.836495,1580.721002,1924.556386,195.3689396,387.5637562,228.6204097,961.7484014,4480.820725,365.7647065,675.7192726,988.3067431,211.2266589,89.10485106,356.5889146
9582.01797,32573.52441,5467.906132,8835.32541,812.3058756,2598.251274,1334.419014,2324.543334,3065.367409,1173.43022,4644.030682,1809.361858,878.4169835,317.2194967,1003.874653,4477.608993,5896.980648,1910.864417,1095.612407,199.3921071,369.0792786,868.5957653,1404.035651,2905.778428,352.8078336,1405.217473,946.1113611,231.869379,74.97958456,498.44059
12072.19038,31613.43992,4333.768907,8026.799081,820.7917876,3085.548801,1058.103373,6756.71863,3958.288133,2472.011917,5158.344602,1718.591196,755.8050763,296.0219784,1042.35882,4805.797731,6078.743193,1862.263905,1095.612407,201.696928,390.3574483,965.5583236,761.8345643,2174.635625,325.8372825,1467.986553,1007.185892,205.3965808,73.73994421,436.1355162
10386.79783,30073.91441,3026.704645,7881.822806,759.2850377,2872.385075,3199.223824,8941.359618,4244.947926,4252.823924,4618.378825,1707.636116,744.3073659,262.5839048,912.6103031,4494.79246,5890.812533,1839.45142,1633.096057,201.696928,326.5365008,237.4290592,905.4281698,2187.657396,335.5466809,1821.518212,976.1262997,215.4299734,74.97958456,436.1355162
8167.785193,25939.23276,2655.812607,7789.576509,697.7782878,2723.432869,2099.204615,10332.69785,4244.947926,5846.472672,4410.95861,1798.511112,951.2257036,248.715666,862.0320607,3736.397824,5829.9188,1864.2476,1633.096057,250.1072942,459.4945478,462.9934068,892.1247265,2903.410833,389.4877831,476.3970708,946.1113611,223.6446242,80.55672237,421.5238798
10063.93387,25353.62746,3880.746844,9206.305113,663.8561229,2443.124884,1296.443453,4046.816483,4578.146131,2593.967638,4112.538143,1566.576421,728.9871978,226.6996018,862.0320607,4241.375024,6125.463385,2080.32859,1633.096057,263.9362194,846.6650172,433.3091567,1034.394953,2177.743093,510.3268604,213.2731361,850.8755868,217.2588194,83.03517388,354.3550299
8696.809362,22968.05638,8101.019486,7154.32363,634.1661723,2289.542039,2299.476058,2798.203739,3579.672925,1883.146721,4204.58304,1595.163963,680.134569,223.444235,827.9517749,3707.139488,8667.645522,2307.461592,1633.096057,297.367532,815.8123492,360.0984927,2248.212261,2188.397269,302.0921891,680.4370776,918.16419,251.0368974,86.13634774,449.7622126
8858.979973,24976.06614,16258.16803,6427.946368,610.835285,2224.095682,2747.333265,2442.958435,4604.218855,1441.145351,3046.535199,1572.419131,609.2471901,200.6096248,757.5781977,3201.233452,7561.584346,2264.812163,1633.096057,374.5676211,596.6973794,320.5269829,1454.463363,2184.401953,368.9901643,1477.199435,995.7916309,224.5640992,94.80968426,556.8465196
8587.656066,22430.22414,12851.07894,7204.934436,591.736612,2113.73213,1921.116609,2260.238444,4664.634684,1355.259385,4025.948618,1319.721955,586.2517694,202.2373082,847.7471098,3658.685207,7676.416279,2208.276875,1633.096057,325.0253825,571.174425,342.3014253,1027.750196,2176.115372,388.408961,1725.542263,863.3037315,227.3023161,94.80968426,551.9827435
9430.352338,17389.39535,7818.448178,7616.427716,585.3775488,2231.504703,1416.916577,2027.642954,4644.028821,1298.628694,2928.838445,1959.394285,630.3212697,203.0558541,868.6378824,4118.149441,6453.554622,2027.902383,1633.096057,300.8133533,656.2599806,282.9329249,680.7323165,2914.952857,407.8277578,1608.30582,760.8200012,234.6075959,86.13634774,445.8630685
9994.17425,19696.37202,7173.65182,7192.593377,606.5815873,2033.15902,1299.049619,2110.455104,4713.976614,1031.923986,3385.464706,2178.495883,559.4338908,196.5263035,827.9517749,3419.355118,6793.719616,1966.407858,1484.255798,288.1482486,640.3115245,253.2486748,932.021126,2173.747777,392.7242492,1680.287781,772.2034924,241.9027716,91.7085104,445.8630685
10802.07278,19072.24006,7229.230597,6710.170175,617.1943482,1958.760094,2069.109604,2300.232949,4175.000133,1053.69508,2660.480561,2490.454824,526.8621009,194.0800741,896.1234116,3236.529222,6691.223914,2052.556869,1484.255798,277.7651447,629.6792205,282.9329249,470.6632856,2195.943977,482.2774873,1250.117101,895.3864378,230.040533,90.473016,450.7369986
10553.40023,17797.77799,5684.993534,6356.019188,653.243362,1952.740264,1894.899821,2099.005697,4735.984237,968.7842902,4569.164404,2586.233522,535.4777994,212.0222256,1008.278534,3925.261154,5052.867515,1991.204037,1484.255798,281.210966,500.9795198,245.338867,526.4959564,2908.146023,442.3610716,2413.369894,882.9690627,235.5169669,92.33040355,417.6348897
11091.61626,16537.18552,5253.432583,5990.649057,738.0809992,1964.62557,1765.212039,2154.684321,5125.392992,989.4627169,2901.097297,2718.424819,894.7079346,218.5517763,1099.531819,5411.708449,5145.389244,2055.532411,1484.255798,292.7578903,641.3693303,267.1133094,485.290108,6516.656118,366.8325202,2481.707199,961.6411571,241.9027716,91.7085104,417.6348897
10016.98975,16823.82391,5715.259205,4450.260552,1266.205496,1776.776,3275.081868,1573.90138,4986.899165,998.1805536,2491.480095,2603.031311,744.3073659,229.1458311,1131.399099,6817.347007,7003.96048,2331.265924,1484.255798,314.6422785,478.6435443,231.4967034,765.8186322,4364.956565,465.0163346,2093.956268,1208.028587,248.2986805,91.09490915,546.1340273
8063.227826,16358.4218,6197.171225,4461.479696,1149.551059,1769.366979,2781.461628,2385.86824,4774.392444,1026.472401,3804.599792,2432.236399,709.8243471,215.2870009,1045.656198,5960.031331,6571.273758,2149.757892,1484.255798,334.2446659,483.9596964,237.4290592,505.2243775,3607.770222,414.3006901,1791.146076,1314.647853,255.5938562,89.22922969,370.9060844
8574.032422,15928.46422,4815.680928,4760.532219,973.5167214,1824.471577,1702.384825,2084.733148,5008.906788,1000.354138,2392.006606,2284.18632,685.8783681,198.1633954,990.6851397,4994.661062,6573.373542,2455.24682,1484.255798,342.300129,547.7806438,199.8372484,368.2894588,3636.181357,1402.578741,2393.020563,1456.483785,272.9426327,82.4157683,436.1355162
7096.277351,15695.76317,4169.784,5504.860111,822.9186365,1828.947861,2039.014592,2130.530777,5144.597096,1245.287752,3524.518662,2147.925993,755.8050763,178.5935605,843.3432287,4495.721296,7142.152509,2436.401724,2561.089155,336.5494868,431.8424203,195.8800974,329.7303688,4359.481503,2524.663751,2499.221797,1423.313346,660.9004799,84.89256143,437.1001482
