Parameter,Region,Crop,Level
Gamma,D07,SUBTRP,0
Gamma,D07,VINE,0.03
Gamma,D08,ALFAL,0
Gamma,D08,ALPIS,0
Gamma,D08,CORN,0
Gamma,D08,COTTN,0
Gamma,D08,CUCUR,0.11
Gamma,D08,DRYBN,0
Gamma,D08,FRTOM,0
Gamma,D08,GRAIN,0
Gamma,D08,ONGAR,0.01
Gamma,D08,OTHDEC,0
Gamma,D08,OTHFLD,0
Gamma,D08,OTHTRK,0
Gamma,D08,PASTR,0
Gamma,D08,POTATO,0
Gamma,D08,PRTOM,0
Gamma,D08,RICE,0
Gamma,D08,SAFLR,0
Gamma,D08,SBEET,0
Gamma,D08,SUBTRP,0.03
Gamma,D08,VINE,0.02
Gamma,D09,ALFAL,0
Gamma,D09,ALPIS,0
Gamma,D09,CORN,0
Gamma,D09,COTTN,0
Gamma,D09,CUCUR,0.08
Gamma,D09,DRYBN,0
Gamma,D09,FRTOM,0
Gamma,D09,GRAIN,0.01
Gamma,D09,ONGAR,0
Gamma,D09,OTHDEC,0.01
Gamma,D09,OTHFLD,0
Gamma,D09,OTHTRK,0.02
Gamma,D09,PASTR,0
Gamma,D09,POTATO,0.02
Gamma,D09,PRTOM,0
Gamma,D09,RICE,0
Gamma,D09,SAFLR,0
Gamma,D09,SBEET,0
Gamma,D09,SUBTRP,0
Gamma,D09,VINE,0
Gamma,D10,ALFAL,0
Gamma,D10,ALPIS,0
Gamma,D10,CORN,0
Gamma,D10,COTTN,0
Gamma,D10,CUCUR,0
Gamma,D10,DRYBN,0.02
Gamma,D10,FRTOM,0
Gamma,D10,GRAIN,0
Gamma,D10,ONGAR,0.01
Gamma,D10,OTHDEC,0
Gamma,D10,OTHFLD,0
Gamma,D10,OTHTRK,0
Gamma,D10,PASTR,0
Gamma,D10,POTATO,0
Gamma,D10,PRTOM,0
Gamma,D10,RICE,0
Gamma,D10,SAFLR,0
Gamma,D10,SBEET,0
Gamma,D10,SUBTRP,0
Gamma,D10,VINE,0
Gamma,D11,ALFAL,0.03
Gamma,D11,ALPIS,0
Gamma,D11,CORN,0
Gamma,D11,COTTN,0
Gamma,D11,CUCUR,0
Gamma,D11,DRYBN,0
Gamma,D11,FRTOM,0
Gamma,D11,GRAIN,0
Gamma,D11,ONGAR,0
Gamma,D11,OTHDEC,0
Gamma,D11,OTHFLD,0
Gamma,D11,OTHTRK,0
Gamma,D11,PASTR,0.01
Gamma,D11,POTATO,0
Gamma,D11,PRTOM,0
Gamma,D11,RICE,0
Gamma,D11,SAFLR,0.01
Gamma,D11,SBEET,0
Gamma,D11,SUBTRP,0
Gamma,D11,VINE,0.02
Gamma,fk13,ALFAL,0
Gamma,fk13,ALPIS,0
Gamma,fk13,CORN,0
Gamma,fk13,COTTN,0
Gamma,fk13,CUCUR,0
Gamma,fk13,DRYBN,0
Gamma,fk13,FRTOM,0
Gamma,fk13,GRAIN,0
Gamma,fk13,ONGAR,0
Gamma,fk13,OTHDEC,0
Gamma,fk13,OTHFLD,0
Gamma,fk13,OTHTRK,0.04
Gamma,fk13,PASTR,0.02
Gamma,fk13,POTATO,0
Gamma,fk13,PRTOM,0
Gamma,fk13,RICE,0
Gamma,fk13,SAFLR,0
Gamma,fk13,SBEET,0
Gamma,fk13,SUBTRP,0.03
Gamma,fk13,VINE,0.01
Gamma,fk08,ALFAL,0
Gamma,fk08,ALPIS,0
Gamma,fk08,CORN,0
Gamma,fk08,COTTN,0
Gamma,fk08,CUCUR,0
Gamma,fk08,DRYBN,0
Gamma,fk08,FRTOM,0
Gamma,fk08,GRAIN,0.03
Gamma,fk08,ONGAR,0
Gamma,fk08,OTHDEC,0
Gamma,fk08,OTHFLD,0
Gamma,fk08,OTHTRK,0
Gamma,fk08,PASTR,0
Gamma,fk08,POTATO,0
Gamma,fk08,PRTOM,0
Gamma,fk08,RICE,0
Gamma,fk08,SAFLR,0
Gamma,fk08,SBEET,0
Gamma,fk08,SUBTRP,0
Gamma,fk08,VINE,0
Gamma,fk01,ALFAL,0.02
Gamma,fk01,ALPIS,0
Gamma,fk01,CORN,0.02
Gamma,fk01,COTTN,0
Gamma,fk01,CUCUR,0.27
Gamma,fk01,DRYBN,0.08
Gamma,fk01,FRTOM,0
Gamma,fk01,GRAIN,0
Gamma,fk01,ONGAR,0
Gamma,fk01,OTHDEC,0.01
Gamma,fk01,OTHFLD,0
Gamma,fk01,OTHTRK,0.01
Gamma,fk01,PASTR,0
Gamma,fk01,POTATO,0
Gamma,fk01,PRTOM,0
Gamma,fk01,RICE,0
Gamma,fk01,SAFLR,0
Gamma,fk01,SBEET,0
Gamma,fk01,SUBTRP,0
Gamma,fk01,VINE,0
Gamma,fk06,ALFAL,0
Gamma,fk06,ALPIS,0
Gamma,fk06,CORN,0
Gamma,fk06,COTTN,0
Gamma,fk06,CUCUR,0
Gamma,fk06,DRYBN,0.02
Gamma,fk06,FRTOM,0.02
Gamma,fk06,GRAIN,0.01
Gamma,fk06,ONGAR,0
Gamma,fk06,OTHDEC,0
Gamma,fk06,OTHFLD,0
Gamma,fk06,OTHTRK,0.01
Gamma,fk06,PASTR,0.04
Gamma,fk06,POTATO,0
Gamma,fk06,PRTOM,0
Gamma,fk06,RICE,0
Gamma,fk06,SAFLR,0
Gamma,fk06,SBEET,0
Gamma,fk06,SUBTRP,0.01
Gamma,fk06,VINE,0
Gamma,fk03,ALFAL,0.02
Gamma,fk03,ALPIS,0
Gamma,fk03,CORN,0
Gamma,fk03,COTTN,0
Gamma,fk03,CUCUR,0
Gamma,fk03,DRYBN,0
Gamma,fk03,FRTOM,0
Gamma,fk03,GRAIN,0
Gamma,fk03,ONGAR,0
Gamma,fk03,OTHDEC,0.05
Gamma,fk03,OTHFLD,0
Gamma,fk03,OTHTRK,0.04
Gamma,fk03,PASTR,0
Gamma,fk03,POTATO,0
Gamma,fk03,PRTOM,0
Gamma,fk03,RICE,0
Gamma,fk03,SAFLR,0
Gamma,fk03,SBEET,0
Gamma,fk03,SUBTRP,0.01
Gamma,fk03,VINE,0
Gamma,fk05,ALFAL,0
Gamma,fk05,ALPIS,0
Gamma,fk05,CORN,0
Gamma,fk05,COTTN,0
Gamma,fk05,CUCUR,0
Gamma,fk05,DRYBN,0
Gamma,fk05,FRTOM,0
Gamma,fk05,GRAIN,0
Gamma,fk05,ONGAR,0
Gamma,fk05,OTHDEC,0.03
Gamma,fk05,OTHFLD,0
Gamma,fk05,OTHTRK,0
Gamma,fk05,PASTR,0
Gamma,fk05,POTATO,0
Gamma,fk05,PRTOM,0
Gamma,fk05,RICE,0
Gamma,fk05,SAFLR,0
Gamma,fk05,SBEET,0
Gamma,fk05,SUBTRP,0
Gamma,fk05,VINE,0
Gamma,fk02,ALFAL,0
Gamma,fk02,ALPIS,0.14
Gamma,fk02,CORN,0
Gamma,fk02,COTTN,0
Gamma,fk02,CUCUR,0
Gamma,fk02,DRYBN,0
Gamma,fk02,FRTOM,0
Gamma,fk02,GRAIN,0
Gamma,fk02,ONGAR,0
Gamma,fk02,OTHDEC,0.02
Gamma,fk02,OTHFLD,0
Gamma,fk02,OTHTRK,0
Gamma,fk02,PASTR,0
Gamma,fk02,POTATO,0
Gamma,fk02,PRTOM,0
Gamma,fk02,RICE,0
Gamma,fk02,SAFLR,0
Gamma,fk02,SBEET,0
Gamma,fk02,SUBTRP,0.01
Gamma,fk02,VINE,0.04
Gamma,fk04,ALFAL,0
Gamma,fk04,ALPIS,0.01
Gamma,fk04,CORN,0
Gamma,fk04,COTTN,0
Gamma,fk04,CUCUR,0
Gamma,fk04,DRYBN,0.01
Gamma,fk04,FRTOM,0
Gamma,fk04,GRAIN,0.04
Gamma,fk04,ONGAR,0
Gamma,fk04,OTHDEC,0
Gamma,fk04,OTHFLD,0
Gamma,fk04,OTHTRK,0.07
Gamma,fk04,PASTR,0.02
Gamma,fk04,POTATO,0
Gamma,fk04,PRTOM,0
Gamma,fk04,RICE,0
Gamma,fk04,SAFLR,0
Gamma,fk04,SBEET,0
Gamma,fk04,SUBTRP,0
Gamma,fk04,VINE,0.01
Gamma,fk07,ALFAL,0
Gamma,fk07,ALPIS,0.01
Gamma,fk07,CORN,0
Gamma,fk07,COTTN,0
Gamma,fk07,CUCUR,0
Gamma,fk07,DRYBN,0.05
Gamma,fk07,FRTOM,0
Gamma,fk07,GRAIN,0.01
Gamma,fk07,ONGAR,0
Gamma,fk07,OTHDEC,0
Gamma,fk07,OTHFLD,0
Gamma,fk07,OTHTRK,0.02
Gamma,fk07,PASTR,0.03
Gamma,fk07,POTATO,0
Gamma,fk07,PRTOM,0
Gamma,fk07,RICE,0
Gamma,fk07,SAFLR,0
Gamma,fk07,SBEET,0
Gamma,fk07,SUBTRP,0.01
Gamma,fk07,VINE,0.01
Gamma,fk11,ALFAL,0
Gamma,fk11,ALPIS,0
Gamma,fk11,CORN,0
Gamma,fk11,COTTN,0
Gamma,fk11,CUCUR,0
Gamma,fk11,DRYBN,0
Gamma,fk11,FRTOM,0
Gamma,fk11,GRAIN,0
Gamma,fk11,ONGAR,0
Gamma,fk11,OTHDEC,0
Gamma,fk11,OTHFLD,0
Gamma,fk11,OTHTRK,0
Gamma,fk11,PASTR,0
Gamma,fk11,POTATO,0
Gamma,fk11,PRTOM,0
Gamma,fk11,RICE,0
Gamma,fk11,SAFLR,0
Gamma,fk11,SBEET,0
Gamma,fk11,SUBTRP,0.02
Gamma,fk11,VINE,0
Gamma,fk14,ALFAL,0
Gamma,fk14,ALPIS,0
Gamma,fk14,CORN,0
Gamma,fk14,COTTN,0
Gamma,fk14,CUCUR,0
Gamma,fk14,DRYBN,0
Gamma,fk14,FRTOM,0
Gamma,fk14,GRAIN,0
Gamma,fk14,ONGAR,0
Gamma,fk14,OTHDEC,0
Gamma,fk14,OTHFLD,0
Gamma,fk14,OTHTRK,0
Gamma,fk14,PASTR,0
Gamma,fk14,POTATO,0
Gamma,fk14,PRTOM,0
Gamma,fk14,RICE,0
Gamma,fk14,SAFLR,0
Gamma,fk14,SBEET,0
Gamma,fk14,SUBTRP,0
Gamma,fk14,VINE,0
Gamma,fk12,ALFAL,0
Gamma,fk12,ALPIS,0.01
Gamma,fk12,CORN,0
Gamma,fk12,COTTN,0
Gamma,fk12,CUCUR,0
Gamma,fk12,DRYBN,0
Gamma,fk12,FRTOM,0
Gamma,fk12,GRAIN,0.03
Gamma,fk12,ONGAR,0
Gamma,fk12,OTHDEC,0.04
Gamma,fk12,OTHFLD,0
Gamma,fk12,OTHTRK,0
Gamma,fk12,PASTR,0
Gamma,fk12,POTATO,0
Gamma,fk12,PRTOM,0
Gamma,fk12,RICE,0
Gamma,fk12,SAFLR,0
Gamma,fk12,SBEET,0
Gamma,fk12,SUBTRP,0.01
Gamma,fk12,VINE,0
Gamma,fk10,ALFAL,0
Gamma,fk10,ALPIS,0
Gamma,fk10,CORN,0
Gamma,fk10,COTTN,0.01
Gamma,fk10,CUCUR,0.2
Gamma,fk10,DRYBN,0
Gamma,fk10,FRTOM,0
Gamma,fk10,GRAIN,0
Gamma,fk10,ONGAR,0.02
Gamma,fk10,OTHDEC,0.01
Gamma,fk10,OTHFLD,0
Gamma,fk10,OTHTRK,0.02
Gamma,fk10,PASTR,0
Gamma,fk10,POTATO,0
Gamma,fk10,PRTOM,0
Gamma,fk10,RICE,0
Gamma,fk10,SAFLR,0
Gamma,fk10,SBEET,0
Gamma,fk10,SUBTRP,0
Gamma,fk10,VINE,0
Gamma,fk09,ALFAL,0
Gamma,fk09,ALPIS,0
Gamma,fk09,CORN,0
Gamma,fk09,COTTN,0
Gamma,fk09,CUCUR,0
Gamma,fk09,DRYBN,0.01
Gamma,fk09,FRTOM,0
Gamma,fk09,GRAIN,0
Gamma,fk09,ONGAR,0.04
Gamma,fk09,OTHDEC,0.01
Gamma,fk09,OTHFLD,0
Gamma,fk09,OTHTRK,0
Gamma,fk09,PASTR,0
Gamma,fk09,POTATO,0.01
Gamma,fk09,PRTOM,0.02
Gamma,fk09,RICE,0
Gamma,fk09,SAFLR,0
Gamma,fk09,SBEET,0
Gamma,fk09,SUBTRP,0
Gamma,fk09,VINE,0.01
Gamma,ot2,ALFAL,0
Gamma,ot2,ALPIS,0
Gamma,ot2,CORN,0.01
Gamma,ot2,COTTN,0
Gamma,ot2,CUCUR,0.19
Gamma,ot2,DRYBN,0.02
Gamma,ot2,FRTOM,0
Gamma,ot2,GRAIN,0
Gamma,ot2,ONGAR,0.01
Gamma,ot2,OTHDEC,0.01
Gamma,ot2,OTHFLD,0
Gamma,ot2,OTHTRK,0
Gamma,ot2,PASTR,0
Gamma,ot2,POTATO,0
Gamma,ot2,PRTOM,0.01
Gamma,ot2,RICE,0
Gamma,ot2,SAFLR,0
Gamma,ot2,SBEET,0
Gamma,ot2,SUBTRP,0
Gamma,ot2,VINE,0
Gamma,ot3,ALFAL,0
Gamma,ot3,ALPIS,0.06
Gamma,ot3,CORN,0
Gamma,ot3,COTTN,0
Gamma,ot3,CUCUR,0
Gamma,ot3,DRYBN,0
Gamma,ot3,FRTOM,0
Gamma,ot3,GRAIN,0
Gamma,ot3,ONGAR,0
Gamma,ot3,OTHDEC,0
Gamma,ot3,OTHFLD,0
Gamma,ot3,OTHTRK,0
Gamma,ot3,PASTR,0
Gamma,ot3,POTATO,0
Gamma,ot3,PRTOM,0
Gamma,ot3,RICE,0
Gamma,ot3,SAFLR,0
Gamma,ot3,SBEET,0
Gamma,ot3,SUBTRP,0
Gamma,ot3,VINE,0
Gamma,ot1,ALFAL,0
Gamma,ot1,ALPIS,0
Gamma,ot1,CORN,0
Gamma,ot1,COTTN,0
Gamma,ot1,CUCUR,0
Gamma,ot1,DRYBN,0
Gamma,ot1,FRTOM,0
Gamma,ot1,GRAIN,0
Gamma,ot1,ONGAR,0
Gamma,ot1,OTHDEC,0
Gamma,ot1,OTHFLD,0
Gamma,ot1,OTHTRK,0
Gamma,ot1,PASTR,0
Gamma,ot1,POTATO,0
Gamma,ot1,PRTOM,0
Gamma,ot1,RICE,0
Gamma,ot1,SAFLR,0
Gamma,ot1,SBEET,0
Gamma,ot1,SUBTRP,0
Gamma,ot1,VINE,0.01
