"Parameter","Region","Crop","Level"
"GROSSREV","D09","PRTOM",0.00
"GROSSREV","D09","RICE",0.00
"GROSSREV","D09","SAFLR",0.00
"GROSSREV","D09","SBEET",0.00
"GROSSREV","D09","SUBTRP",108089603.28
"GROSSREV","D09","VINE",105288305.85
"GROSSREV","D10","ALFAL",0.00
"GROSSREV","D10","ALPIS",0.00
"GROSSREV","D10","CORN",0.00
"GROSSREV","D10","COTTN",16686083.22
"GROSSREV","D10","CUCUR",0.00
"GROSSREV","D10","DRYBN",425903.28
"GROSSREV","D10","FRTOM",0.00
"GROSSREV","D10","GRAIN",740058.87
"GROSSREV","D10","ONGAR",7013431.55
"GROSSREV","D10","OTHDEC",0.00
"GROSSREV","D10","OTHFLD",0.00
"GROSSREV","D10","OTHTRK",0.00
"GROSSREV","D10","PASTR",0.00
"GROSSREV","D10","POTATO",0.00
"GROSSREV","D10","PRTOM",13119342.86
"GROSSREV","D10","RICE",0.00
"GROSSREV","D10","SAFLR",865446.73
"GROSSREV","D10","SBEET",0.00
"GROSSREV","D10","SUBTRP",0.00
"GROSSREV","D10","VINE",0.00
"GROSSREV","D11","ALFAL",75704.49
"GROSSREV","D11","ALPIS",133439852.75
"GROSSREV","D11","CORN",0.00
"GROSSREV","D11","COTTN",0.00
"GROSSREV","D11","CUCUR",0.00
"GROSSREV","D11","DRYBN",0.00
"GROSSREV","D11","FRTOM",0.00
"GROSSREV","D11","GRAIN",1565609.76
"GROSSREV","D11","ONGAR",0.00
"GROSSREV","D11","OTHDEC",129985676.37
"GROSSREV","D11","OTHFLD",0.00
"GROSSREV","D11","OTHTRK",0.00
"GROSSREV","D11","PASTR",119176.95
"GROSSREV","D11","POTATO",0.00
"GROSSREV","D11","PRTOM",0.00
"GROSSREV","D11","RICE",0.00
"GROSSREV","D11","SAFLR",167654.92
"GROSSREV","D11","SBEET",0.00
"GROSSREV","D11","SUBTRP",0.00
"GROSSREV","D11","VINE",5834972.09
"GROSSREV","fk13","ALFAL",12622977.05
"GROSSREV","fk13","ALPIS",60719941.47
"GROSSREV","fk13","CORN",29744363.83
"GROSSREV","fk13","COTTN",0.00
"GROSSREV","fk13","CUCUR",0.00
"GROSSREV","fk13","DRYBN",4400266.79
"GROSSREV","fk13","FRTOM",0.00
"GROSSREV","fk13","GRAIN",0.00
"GROSSREV","fk13","ONGAR",0.00
"GROSSREV","fk13","OTHDEC",64680655.18
"GROSSREV","fk13","OTHFLD",0.00
"GROSSREV","fk13","OTHTRK",2069071.73
"GROSSREV","fk13","PASTR",49907.59
"GROSSREV","fk13","POTATO",0.00
"GROSSREV","fk13","PRTOM",0.00
"GROSSREV","fk13","RICE",0.00
"GROSSREV","fk13","SAFLR",0.00
"GROSSREV","fk13","SBEET",0.00
"GROSSREV","fk13","SUBTRP",712299.24
"GROSSREV","fk13","VINE",7538292.25
"GROSSREV","fk08","ALFAL",658081.95
"GROSSREV","fk08","ALPIS",41310875.97
"GROSSREV","fk08","CORN",3340208.56
"GROSSREV","fk08","COTTN",0.00
"GROSSREV","fk08","CUCUR",0.00
"GROSSREV","fk08","DRYBN",0.00
"GROSSREV","fk08","FRTOM",0.00
"GROSSREV","fk08","GRAIN",94816.42
"GROSSREV","fk08","ONGAR",0.00
"GROSSREV","fk08","OTHDEC",32080614.96
"GROSSREV","fk08","OTHFLD",0.00
"GROSSREV","fk08","OTHTRK",0.00
"GROSSREV","fk08","PASTR",0.00
"GROSSREV","fk08","POTATO",0.00
"GROSSREV","fk08","PRTOM",0.00
"GROSSREV","fk08","RICE",0.00
"GROSSREV","fk08","SAFLR",0.00
"GROSSREV","fk08","SBEET",0.00
"GROSSREV","fk08","SUBTRP",6179957.16
"GROSSREV","fk08","VINE",39900138.45
"GROSSREV","fk01","ALFAL",118721.25
"GROSSREV","fk01","ALPIS",141233949.83
"GROSSREV","fk01","CORN",172629.26
"GROSSREV","fk01","COTTN",0.00
"GROSSREV","fk01","CUCUR",518760.93
"GROSSREV","fk01","DRYBN",114700.44
"GROSSREV","fk01","FRTOM",0.00
"GROSSREV","fk01","GRAIN",0.00
"GROSSREV","fk01","ONGAR",0.00
"GROSSREV","fk01","OTHDEC",11262803.55
"GROSSREV","fk01","OTHFLD",0.00
"GROSSREV","fk01","OTHTRK",9665630.21
"GROSSREV","fk01","PASTR",0.00
"GROSSREV","fk01","POTATO",0.00
"GROSSREV","fk01","PRTOM",0.00
"GROSSREV","fk01","RICE",0.00
"GROSSREV","fk01","SAFLR",0.00
"GROSSREV","fk01","SBEET",0.00
"GROSSREV","fk01","SUBTRP",5342216.27
"GROSSREV","fk01","VINE",262949014.90
"GROSSREV","fk06","ALFAL",16408975.89
"GROSSREV","fk06","ALPIS",100052743.26
"GROSSREV","fk06","CORN",56247489.91
"GROSSREV","fk06","COTTN",0.00
"GROSSREV","fk06","CUCUR",0.00
"GROSSREV","fk06","DRYBN",357886.17
"GROSSREV","fk06","FRTOM",1800428.03
"GROSSREV","fk06","GRAIN",316628.15
"GROSSREV","fk06","ONGAR",0.00
"GROSSREV","fk06","OTHDEC",66318711.15
"GROSSREV","fk06","OTHFLD",0.00
"GROSSREV","fk06","OTHTRK",10302030.73
"GROSSREV","fk06","PASTR",32277.16
"GROSSREV","fk06","POTATO",0.00
"GROSSREV","fk06","PRTOM",0.00
"GROSSREV","fk06","RICE",0.00
"GROSSREV","fk06","SAFLR",0.00
"GROSSREV","fk06","SBEET",0.00
"GROSSREV","fk06","SUBTRP",1562755.46
"GROSSREV","fk06","VINE",19547990.49
"GROSSREV","fk03","ALFAL",135124.79
"GROSSREV","fk03","ALPIS",35206715.44
"GROSSREV","fk03","CORN",0.00
"GROSSREV","fk03","COTTN",0.00
"GROSSREV","fk03","CUCUR",0.00
"GROSSREV","fk03","DRYBN",0.00
"GROSSREV","fk03","FRTOM",0.00
"GROSSREV","fk03","GRAIN",0.00
"GROSSREV","fk03","ONGAR",0.00
"GROSSREV","fk03","OTHDEC",2829360.56
"GROSSREV","fk03","OTHFLD",0.00
"GROSSREV","fk03","OTHTRK",1904591.05
"GROSSREV","fk03","PASTR",0.00
"GROSSREV","fk03","POTATO",0.00
"GROSSREV","fk03","PRTOM",0.00
"GROSSREV","fk03","RICE",0.00
"GROSSREV","fk03","SAFLR",0.00
"GROSSREV","fk03","SBEET",0.00
"GROSSREV","fk03","SUBTRP",1955537.96
"GROSSREV","fk03","VINE",57563906.90
"GROSSREV","fk05","ALFAL",0.00
"GROSSREV","fk05","ALPIS",0.00
"GROSSREV","fk05","CORN",0.00
"GROSSREV","fk05","COTTN",0.00
"GROSSREV","fk05","CUCUR",0.00
"GROSSREV","fk05","DRYBN",0.00
"GROSSREV","fk05","FRTOM",0.00
"GROSSREV","fk05","GRAIN",0.00
"GROSSREV","fk05","ONGAR",0.00
"GROSSREV","fk05","OTHDEC",4270637.22
"GROSSREV","fk05","OTHFLD",0.00
"GROSSREV","fk05","OTHTRK",0.00
"GROSSREV","fk05","PASTR",0.00
"GROSSREV","fk05","POTATO",0.00
"GROSSREV","fk05","PRTOM",0.00
"GROSSREV","fk05","RICE",0.00
"GROSSREV","fk05","SAFLR",0.00
"GROSSREV","fk05","SBEET",0.00
"GROSSREV","fk05","SUBTRP",10828513.98
"GROSSREV","fk05","VINE",0.00
"GROSSREV","fk02","ALFAL",0.00
"GROSSREV","fk02","ALPIS",541658.41
"GROSSREV","fk02","CORN",0.00
"GROSSREV","fk02","COTTN",0.00
"GROSSREV","fk02","CUCUR",0.00
"GROSSREV","fk02","DRYBN",0.00
"GROSSREV","fk02","FRTOM",0.00
"GROSSREV","fk02","GRAIN",0.00
"GROSSREV","fk02","ONGAR",0.00
"GROSSREV","fk02","OTHDEC",5399319.84
"GROSSREV","fk02","OTHFLD",0.00
"GROSSREV","fk02","OTHTRK",0.00
"GROSSREV","fk02","PASTR",0.00
"GROSSREV","fk02","POTATO",0.00
"GROSSREV","fk02","PRTOM",0.00
"GROSSREV","fk02","RICE",0.00
"GROSSREV","fk02","SAFLR",0.00
"GROSSREV","fk02","SBEET",0.00
"GROSSREV","fk02","SUBTRP",3510464.00
"GROSSREV","fk02","VINE",2355451.36
"GROSSREV","fk04","ALFAL",849766.31
"GROSSREV","fk04","ALPIS",5236298.55
"GROSSREV","fk04","CORN",999511.84
"GROSSREV","fk04","COTTN",0.00
"GROSSREV","fk04","CUCUR",0.00
"GROSSREV","fk04","DRYBN",687871.83
"GROSSREV","fk04","FRTOM",0.00
"GROSSREV","fk04","GRAIN",81496.49
"GROSSREV","fk04","ONGAR",0.00
"GROSSREV","fk04","OTHDEC",31207388.12
"GROSSREV","fk04","OTHFLD",0.00
"GROSSREV","fk04","OTHTRK",1095310.22
"GROSSREV","fk04","PASTR",50918.38
"GROSSREV","fk04","POTATO",0.00
"GROSSREV","fk04","PRTOM",0.00
"GROSSREV","fk04","RICE",0.00
"GROSSREV","fk04","SAFLR",0.00
"GROSSREV","fk04","SBEET",0.00
"GROSSREV","fk04","SUBTRP",34341436.55
"GROSSREV","fk04","VINE",11079509.67
"GROSSREV","fk07","ALFAL",1722040.28
"GROSSREV","fk07","ALPIS",12331587.72
"GROSSREV","fk07","CORN",1889276.30
"GROSSREV","fk07","COTTN",0.00
"GROSSREV","fk07","CUCUR",0.00
"GROSSREV","fk07","DRYBN",189855.81
"GROSSREV","fk07","FRTOM",0.00
"GROSSREV","fk07","GRAIN",231930.27
"GROSSREV","fk07","ONGAR",0.00
"GROSSREV","fk07","OTHDEC",61439519.71
"GROSSREV","fk07","OTHFLD",0.00
"GROSSREV","fk07","OTHTRK",3144542.45
"GROSSREV","fk07","PASTR",35657.86
"GROSSREV","fk07","POTATO",0.00
"GROSSREV","fk07","PRTOM",0.00
"GROSSREV","fk07","RICE",0.00
"GROSSREV","fk07","SAFLR",0.00
"GROSSREV","fk07","SBEET",0.00
"GROSSREV","fk07","SUBTRP",2129244.20
"GROSSREV","fk07","VINE",7025398.45
"GROSSREV","fk11","ALFAL",0.00
"GROSSREV","fk11","ALPIS",0.00
"GROSSREV","fk11","CORN",0.00
"GROSSREV","fk11","COTTN",0.00
"GROSSREV","fk11","CUCUR",0.00
"GROSSREV","fk11","DRYBN",0.00
"GROSSREV","fk11","FRTOM",0.00
"GROSSREV","fk11","GRAIN",0.00
"GROSSREV","fk11","ONGAR",0.00
"GROSSREV","fk11","OTHDEC",0.00
"GROSSREV","fk11","OTHFLD",0.00
"GROSSREV","fk11","OTHTRK",0.00
"GROSSREV","fk11","PASTR",0.00
"GROSSREV","fk11","POTATO",0.00
"GROSSREV","fk11","PRTOM",0.00
"GROSSREV","fk11","RICE",0.00
"GROSSREV","fk11","SAFLR",0.00
"GROSSREV","fk11","SBEET",0.00
"GROSSREV","fk11","SUBTRP",1325361.38
"GROSSREV","fk11","VINE",0.00
"GROSSREV","fk14","ALFAL",0.00
"GROSSREV","fk14","ALPIS",0.00
"GROSSREV","fk14","CORN",0.00
"GROSSREV","fk14","COTTN",0.00
"GROSSREV","fk14","CUCUR",0.00
"GROSSREV","fk14","DRYBN",0.00
"GROSSREV","fk14","FRTOM",0.00
"GROSSREV","fk14","GRAIN",0.00
"GROSSREV","fk14","ONGAR",0.00
"GROSSREV","fk14","OTHDEC",0.00
"GROSSREV","fk14","OTHFLD",0.00
"GROSSREV","fk14","OTHTRK",0.00
"GROSSREV","fk14","PASTR",0.00
"GROSSREV","fk14","POTATO",0.00
"GROSSREV","fk14","PRTOM",0.00
"GROSSREV","fk14","RICE",0.00
"GROSSREV","fk14","SAFLR",0.00
"GROSSREV","fk14","SBEET",0.00
"GROSSREV","fk14","SUBTRP",0.00
"GROSSREV","fk14","VINE",0.00
"GROSSREV","fk12","ALFAL",0.00
"GROSSREV","fk12","ALPIS",11366644.28
"GROSSREV","fk12","CORN",0.00
"GROSSREV","fk12","COTTN",0.00
"GROSSREV","fk12","CUCUR",0.00
"GROSSREV","fk12","DRYBN",0.00
"GROSSREV","fk12","FRTOM",0.00
"GROSSREV","fk12","GRAIN",85912.90
"GROSSREV","fk12","ONGAR",0.00
"GROSSREV","fk12","OTHDEC",3140356.21
"GROSSREV","fk12","OTHFLD",0.00
"GROSSREV","fk12","OTHTRK",0.00
"GROSSREV","fk12","PASTR",0.00
"GROSSREV","fk12","POTATO",0.00
"GROSSREV","fk12","PRTOM",0.00
"GROSSREV","fk12","RICE",0.00
"GROSSREV","fk12","SAFLR",0.00
"GROSSREV","fk12","SBEET",0.00
"GROSSREV","fk12","SUBTRP",3180666.76
"GROSSREV","fk12","VINE",0.00
"GROSSREV","fk10","ALFAL",4065231.51
"GROSSREV","fk10","ALPIS",126942027.95
"GROSSREV","fk10","CORN",1155433.01
"GROSSREV","fk10","COTTN",409552.99
"GROSSREV","fk10","CUCUR",699713.10
"GROSSREV","fk10","DRYBN",0.00
"GROSSREV","fk10","FRTOM",0.00
"GROSSREV","fk10","GRAIN",2047278.62
"GROSSREV","fk10","ONGAR",2835073.24
"GROSSREV","fk10","OTHDEC",16535155.41
"GROSSREV","fk10","OTHFLD",255073.46
"GROSSREV","fk10","OTHTRK",3157410.07
"GROSSREV","fk10","PASTR",0.00
"GROSSREV","fk10","POTATO",0.00
"GROSSREV","fk10","PRTOM",0.00
"GROSSREV","fk10","RICE",0.00
"GROSSREV","fk10","SAFLR",0.00
"GROSSREV","fk10","SBEET",0.00
"GROSSREV","fk10","SUBTRP",47247754.01
"GROSSREV","fk10","VINE",170366212.21
"GROSSREV","fk09","ALFAL",3045218.57
"GROSSREV","fk09","ALPIS",136209118.11
"GROSSREV","fk09","CORN",1297748.35
"GROSSREV","fk09","COTTN",1402473.80
"GROSSREV","fk09","CUCUR",0.00
"GROSSREV","fk09","DRYBN",951746.19
"GROSSREV","fk09","FRTOM",0.00
"GROSSREV","fk09","GRAIN",1940537.10
"GROSSREV","fk09","ONGAR",1566939.03
"GROSSREV","fk09","OTHDEC",14564953.54
"GROSSREV","fk09","OTHFLD",0.00
"GROSSREV","fk09","OTHTRK",14703381.65
"GROSSREV","fk09","PASTR",0.00
"GROSSREV","fk09","POTATO",3867905.36
"GROSSREV","fk09","PRTOM",576057.93
"GROSSREV","fk09","RICE",0.00
"GROSSREV","fk09","SAFLR",0.00
"GROSSREV","fk09","SBEET",0.00
"GROSSREV","fk09","SUBTRP",0.00
"GROSSREV","fk09","VINE",18964326.87
"GROSSREV","ot2","ALFAL",2812405.40
"GROSSREV","ot2","ALPIS",274780244.90
"GROSSREV","ot2","CORN",420182.85
"GROSSREV","ot2","COTTN",2634491.73
"GROSSREV","ot2","CUCUR",738698.83
"GROSSREV","ot2","DRYBN",420141.30
"GROSSREV","ot2","FRTOM",0.00
"GROSSREV","ot2","GRAIN",2572405.60
"GROSSREV","ot2","ONGAR",10628554.67
"GROSSREV","ot2","OTHDEC",18723365.82
"GROSSREV","ot2","OTHFLD",207760.60
"GROSSREV","ot2","OTHTRK",35441637.88
"GROSSREV","ot2","PASTR",0.00
"GROSSREV","ot2","POTATO",15666066.40
"GROSSREV","ot2","PRTOM",1342007.37
"GROSSREV","ot2","RICE",0.00
"GROSSREV","ot2","SAFLR",0.00
"GROSSREV","ot2","SBEET",0.00
"GROSSREV","ot2","SUBTRP",0.00
"GROSSREV","ot2","VINE",65064477.39
"GROSSREV","ot3","ALFAL",0.00
"GROSSREV","ot3","ALPIS",1148137.81
"GROSSREV","ot3","CORN",0.00
"GROSSREV","ot3","COTTN",0.00
"GROSSREV","ot3","CUCUR",0.00
"GROSSREV","ot3","DRYBN",0.00
"GROSSREV","ot3","FRTOM",0.00
"GROSSREV","ot3","GRAIN",0.00
"GROSSREV","ot3","ONGAR",0.00
"GROSSREV","ot3","OTHDEC",0.00
"GROSSREV","ot3","OTHFLD",0.00
"GROSSREV","ot3","OTHTRK",0.00
"GROSSREV","ot3","PASTR",0.00
"GROSSREV","ot3","POTATO",0.00
"GROSSREV","ot3","PRTOM",0.00
"GROSSREV","ot3","RICE",0.00
"GROSSREV","ot3","SAFLR",0.00
"GROSSREV","ot3","SBEET",0.00
"GROSSREV","ot3","SUBTRP",9454447.10
"GROSSREV","ot3","VINE",0.00
"GROSSREV","ot1","ALFAL",0.00
"GROSSREV","ot1","ALPIS",101239502.00
"GROSSREV","ot1","CORN",0.00
"GROSSREV","ot1","COTTN",0.00
"GROSSREV","ot1","CUCUR",0.00
"GROSSREV","ot1","DRYBN",0.00
"GROSSREV","ot1","FRTOM",0.00
"GROSSREV","ot1","GRAIN",0.00
"GROSSREV","ot1","ONGAR",0.00
"GROSSREV","ot1","OTHDEC",36454476.30
"GROSSREV","ot1","OTHFLD",0.00
"GROSSREV","ot1","OTHTRK",0.00
"GROSSREV","ot1","PASTR",0.00
"GROSSREV","ot1","POTATO",0.00
"GROSSREV","ot1","PRTOM",0.00
"GROSSREV","ot1","RICE",0.00
"GROSSREV","ot1","SAFLR",0.00
"GROSSREV","ot1","SBEET",0.00
"GROSSREV","ot1","SUBTRP",0.00
"GROSSREV","ot1","VINE",13155656.27
