"Parameter","Region","Crop","Level"
"Eta","D04","SBEET",-4.88
"Eta","D04","SUBTRP",-4.88
"Eta","D04","VINE",-4.88
"Eta","D01","ALFAL",-4.88
"Eta","D01","ALPIS",-4.88
"Eta","D01","CORN",-4.88
"Eta","D01","COTTN",-4.88
"Eta","D01","CUCUR",-4.88
"Eta","D01","DRYBN",-4.88
"Eta","D01","FRTOM",-4.88
"Eta","D01","GRAIN",-4.88
"Eta","D01","ONGAR",-4.88
"Eta","D01","OTHDEC",-4.88
"Eta","D01","OTHFLD",-4.88
"Eta","D01","OTHTRK",-4.88
"Eta","D01","PASTR",-4.88
"Eta","D01","POTATO",-4.88
"Eta","D01","PRTOM",-4.88
"Eta","D01","RICE",-4.88
"Eta","D01","SAFLR",-4.88
"Eta","D01","SBEET",-4.88
"Eta","D01","SUBTRP",-4.88
"Eta","D01","VINE",-4.88
"Eta","D05","ALFAL",-4.88
"Eta","D05","ALPIS",-4.88
"Eta","D05","CORN",-4.88
"Eta","D05","COTTN",-4.88
"Eta","D05","CUCUR",-4.88
"Eta","D05","DRYBN",-4.88
"Eta","D05","FRTOM",-4.88
"Eta","D05","GRAIN",-4.88
"Eta","D05","ONGAR",-4.88
"Eta","D05","OTHDEC",-4.88
"Eta","D05","OTHFLD",-4.88
"Eta","D05","OTHTRK",-4.88
"Eta","D05","PASTR",-4.88
"Eta","D05","POTATO",-4.88
"Eta","D05","PRTOM",-4.88
"Eta","D05","RICE",-4.88
"Eta","D05","SAFLR",-4.88
"Eta","D05","SBEET",-4.88
"Eta","D05","SUBTRP",-4.88
"Eta","D05","VINE",-4.88
"Eta","D06","ALFAL",-4.88
"Eta","D06","ALPIS",-4.88
"Eta","D06","CORN",-4.88
"Eta","D06","COTTN",-4.88
"Eta","D06","CUCUR",-4.88
"Eta","D06","DRYBN",-4.88
"Eta","D06","FRTOM",-4.88
"Eta","D06","GRAIN",-4.88
"Eta","D06","ONGAR",-4.88
"Eta","D06","OTHDEC",-4.88
"Eta","D06","OTHFLD",-4.88
"Eta","D06","OTHTRK",-4.88
"Eta","D06","PASTR",-4.88
"Eta","D06","POTATO",-4.88
"Eta","D06","PRTOM",-4.88
"Eta","D06","RICE",-4.88
"Eta","D06","SAFLR",-4.88
"Eta","D06","SBEET",-4.88
"Eta","D06","SUBTRP",-4.88
"Eta","D06","VINE",-4.88
"Eta","D07","ALFAL",-4.88
"Eta","D07","ALPIS",-4.88
"Eta","D07","CORN",-4.88
"Eta","D07","COTTN",-4.88
"Eta","D07","CUCUR",-4.88
"Eta","D07","DRYBN",-4.88
"Eta","D07","FRTOM",-4.88
"Eta","D07","GRAIN",-4.88
"Eta","D07","ONGAR",-4.88
"Eta","D07","OTHDEC",-4.88
"Eta","D07","OTHFLD",-4.88
"Eta","D07","OTHTRK",-4.88
"Eta","D07","PASTR",-4.88
"Eta","D07","POTATO",-4.88
"Eta","D07","PRTOM",-4.88
"Eta","D07","RICE",-4.88
"Eta","D07","SAFLR",-4.88
"Eta","D07","SBEET",-4.88
"Eta","D07","SUBTRP",-4.88
"Eta","D07","VINE",-4.88
"Eta","D08","ALFAL",-4.88
"Eta","D08","ALPIS",-4.88
"Eta","D08","CORN",-4.88
"Eta","D08","COTTN",-4.88
"Eta","D08","CUCUR",-4.88
"Eta","D08","DRYBN",-4.88
"Eta","D08","FRTOM",-4.88
"Eta","D08","GRAIN",-4.88
"Eta","D08","ONGAR",-4.88
"Eta","D08","OTHDEC",-4.88
"Eta","D08","OTHFLD",-4.88
"Eta","D08","OTHTRK",-4.88
"Eta","D08","PASTR",-4.88
"Eta","D08","POTATO",-4.88
"Eta","D08","PRTOM",-4.88
"Eta","D08","RICE",-4.88
"Eta","D08","SAFLR",-4.88
"Eta","D08","SBEET",-4.88
"Eta","D08","SUBTRP",-4.88
"Eta","D08","VINE",-4.88
"Eta","D09","ALFAL",-4.88
"Eta","D09","ALPIS",-4.88
"Eta","D09","CORN",-4.88
"Eta","D09","COTTN",-4.88
"Eta","D09","CUCUR",-4.88
"Eta","D09","DRYBN",-4.88
"Eta","D09","FRTOM",-4.88
"Eta","D09","GRAIN",-4.88
"Eta","D09","ONGAR",-4.88
"Eta","D09","OTHDEC",-4.88
"Eta","D09","OTHFLD",-4.88
"Eta","D09","OTHTRK",-4.88
"Eta","D09","PASTR",-4.88
"Eta","D09","POTATO",-4.88
"Eta","D09","PRTOM",-4.88
"Eta","D09","RICE",-4.88
"Eta","D09","SAFLR",-4.88
"Eta","D09","SBEET",-4.88
"Eta","D09","SUBTRP",-4.88
"Eta","D09","VINE",-4.88
"Eta","D10","ALFAL",-4.88
"Eta","D10","ALPIS",-4.88
"Eta","D10","CORN",-4.88
"Eta","D10","COTTN",-4.88
"Eta","D10","CUCUR",-4.88
"Eta","D10","DRYBN",-4.88
"Eta","D10","FRTOM",-4.88
"Eta","D10","GRAIN",-4.88
"Eta","D10","ONGAR",-4.88
"Eta","D10","OTHDEC",-4.88
"Eta","D10","OTHFLD",-4.88
"Eta","D10","OTHTRK",-4.88
"Eta","D10","PASTR",-4.88
"Eta","D10","POTATO",-4.88
"Eta","D10","PRTOM",-4.88
"Eta","D10","RICE",-4.88
"Eta","D10","SAFLR",-4.88
"Eta","D10","SBEET",-4.88
"Eta","D10","SUBTRP",-4.88
"Eta","D10","VINE",-4.88
"Eta","D11","ALFAL",-4.88
"Eta","D11","ALPIS",-4.88
"Eta","D11","CORN",-4.88
"Eta","D11","COTTN",-4.88
"Eta","D11","CUCUR",-4.88
"Eta","D11","DRYBN",-4.88
"Eta","D11","FRTOM",-4.88
"Eta","D11","GRAIN",-4.88
"Eta","D11","ONGAR",-4.88
"Eta","D11","OTHDEC",-4.88
"Eta","D11","OTHFLD",-4.88
"Eta","D11","OTHTRK",-4.88
"Eta","D11","PASTR",-4.88
"Eta","D11","POTATO",-4.88
"Eta","D11","PRTOM",-4.88
"Eta","D11","RICE",-4.88
"Eta","D11","SAFLR",-4.88
"Eta","D11","SBEET",-4.88
"Eta","D11","SUBTRP",-4.88
"Eta","D11","VINE",-4.88
"Eta","fk13","ALFAL",-4.88
"Eta","fk13","ALPIS",-4.88
"Eta","fk13","CORN",-4.88
"Eta","fk13","COTTN",-4.88
"Eta","fk13","CUCUR",-4.88
"Eta","fk13","DRYBN",-4.88
"Eta","fk13","FRTOM",-4.88
"Eta","fk13","GRAIN",-4.88
"Eta","fk13","ONGAR",-4.88
"Eta","fk13","OTHDEC",-4.88
"Eta","fk13","OTHFLD",-4.88
"Eta","fk13","OTHTRK",-4.88
"Eta","fk13","PASTR",-4.88
"Eta","fk13","POTATO",-4.88
"Eta","fk13","PRTOM",-4.88
"Eta","fk13","RICE",-4.88
"Eta","fk13","SAFLR",-4.88
"Eta","fk13","SBEET",-4.88
"Eta","fk13","SUBTRP",-4.88
"Eta","fk13","VINE",-4.88
"Eta","fk08","ALFAL",-4.88
"Eta","fk08","ALPIS",-4.88
"Eta","fk08","CORN",-4.88
"Eta","fk08","COTTN",-4.88
"Eta","fk08","CUCUR",-4.88
"Eta","fk08","DRYBN",-4.88
"Eta","fk08","FRTOM",-4.88
"Eta","fk08","GRAIN",-4.88
"Eta","fk08","ONGAR",-4.88
"Eta","fk08","OTHDEC",-4.88
"Eta","fk08","OTHFLD",-4.88
"Eta","fk08","OTHTRK",-4.88
"Eta","fk08","PASTR",-4.88
"Eta","fk08","POTATO",-4.88
"Eta","fk08","PRTOM",-4.88
"Eta","fk08","RICE",-4.88
"Eta","fk08","SAFLR",-4.88
"Eta","fk08","SBEET",-4.88
"Eta","fk08","SUBTRP",-4.88
"Eta","fk08","VINE",-4.88
"Eta","fk01","ALFAL",-4.88
"Eta","fk01","ALPIS",-4.88
"Eta","fk01","CORN",-4.88
"Eta","fk01","COTTN",-4.88
"Eta","fk01","CUCUR",-4.88
"Eta","fk01","DRYBN",-4.88
"Eta","fk01","FRTOM",-4.88
"Eta","fk01","GRAIN",-4.88
"Eta","fk01","ONGAR",-4.88
"Eta","fk01","OTHDEC",-4.88
"Eta","fk01","OTHFLD",-4.88
"Eta","fk01","OTHTRK",-4.88
"Eta","fk01","PASTR",-4.88
"Eta","fk01","POTATO",-4.88
"Eta","fk01","PRTOM",-4.88
"Eta","fk01","RICE",-4.88
"Eta","fk01","SAFLR",-4.88
"Eta","fk01","SBEET",-4.88
"Eta","fk01","SUBTRP",-4.88
"Eta","fk01","VINE",-4.88
"Eta","fk06","ALFAL",-4.88
"Eta","fk06","ALPIS",-4.88
"Eta","fk06","CORN",-4.88
"Eta","fk06","COTTN",-4.88
"Eta","fk06","CUCUR",-4.88
"Eta","fk06","DRYBN",-4.88
"Eta","fk06","FRTOM",-4.88
"Eta","fk06","GRAIN",-4.88
"Eta","fk06","ONGAR",-4.88
"Eta","fk06","OTHDEC",-4.88
"Eta","fk06","OTHFLD",-4.88
"Eta","fk06","OTHTRK",-4.88
"Eta","fk06","PASTR",-4.88
"Eta","fk06","POTATO",-4.88
"Eta","fk06","PRTOM",-4.88
"Eta","fk06","RICE",-4.88
"Eta","fk06","SAFLR",-4.88
"Eta","fk06","SBEET",-4.88
"Eta","fk06","SUBTRP",-4.88
"Eta","fk06","VINE",-4.88
"Eta","fk03","ALFAL",-4.88
"Eta","fk03","ALPIS",-4.88
"Eta","fk03","CORN",-4.88
"Eta","fk03","COTTN",-4.88
"Eta","fk03","CUCUR",-4.88
"Eta","fk03","DRYBN",-4.88
"Eta","fk03","FRTOM",-4.88
"Eta","fk03","GRAIN",-4.88
"Eta","fk03","ONGAR",-4.88
"Eta","fk03","OTHDEC",-4.88
"Eta","fk03","OTHFLD",-4.88
"Eta","fk03","OTHTRK",-4.88
"Eta","fk03","PASTR",-4.88
"Eta","fk03","POTATO",-4.88
"Eta","fk03","PRTOM",-4.88
"Eta","fk03","RICE",-4.88
"Eta","fk03","SAFLR",-4.88
"Eta","fk03","SBEET",-4.88
"Eta","fk03","SUBTRP",-4.88
"Eta","fk03","VINE",-4.88
"Eta","fk05","ALFAL",-4.88
"Eta","fk05","ALPIS",-4.88
"Eta","fk05","CORN",-4.88
"Eta","fk05","COTTN",-4.88
"Eta","fk05","CUCUR",-4.88
"Eta","fk05","DRYBN",-4.88
"Eta","fk05","FRTOM",-4.88
"Eta","fk05","GRAIN",-4.88
"Eta","fk05","ONGAR",-4.88
"Eta","fk05","OTHDEC",-4.88
"Eta","fk05","OTHFLD",-4.88
"Eta","fk05","OTHTRK",-4.88
"Eta","fk05","PASTR",-4.88
"Eta","fk05","POTATO",-4.88
"Eta","fk05","PRTOM",-4.88
"Eta","fk05","RICE",-4.88
"Eta","fk05","SAFLR",-4.88
"Eta","fk05","SBEET",-4.88
"Eta","fk05","SUBTRP",-4.88
"Eta","fk05","VINE",-4.88
"Eta","fk02","ALFAL",-4.88
"Eta","fk02","ALPIS",-4.88
"Eta","fk02","CORN",-4.88
"Eta","fk02","COTTN",-4.88
"Eta","fk02","CUCUR",-4.88
"Eta","fk02","DRYBN",-4.88
"Eta","fk02","FRTOM",-4.88
"Eta","fk02","GRAIN",-4.88
"Eta","fk02","ONGAR",-4.88
"Eta","fk02","OTHDEC",-4.88
"Eta","fk02","OTHFLD",-4.88
"Eta","fk02","OTHTRK",-4.88
"Eta","fk02","PASTR",-4.88
"Eta","fk02","POTATO",-4.88
"Eta","fk02","PRTOM",-4.88
"Eta","fk02","RICE",-4.88
"Eta","fk02","SAFLR",-4.88
"Eta","fk02","SBEET",-4.88
"Eta","fk02","SUBTRP",-4.88
"Eta","fk02","VINE",-4.88
"Eta","fk04","ALFAL",-4.88
"Eta","fk04","ALPIS",-4.88
"Eta","fk04","CORN",-4.88
"Eta","fk04","COTTN",-4.88
"Eta","fk04","CUCUR",-4.88
"Eta","fk04","DRYBN",-4.88
"Eta","fk04","FRTOM",-4.88
"Eta","fk04","GRAIN",-4.88
"Eta","fk04","ONGAR",-4.88
"Eta","fk04","OTHDEC",-4.88
"Eta","fk04","OTHFLD",-4.88
"Eta","fk04","OTHTRK",-4.88
"Eta","fk04","PASTR",-4.88
"Eta","fk04","POTATO",-4.88
"Eta","fk04","PRTOM",-4.88
"Eta","fk04","RICE",-4.88
"Eta","fk04","SAFLR",-4.88
"Eta","fk04","SBEET",-4.88
"Eta","fk04","SUBTRP",-4.88
"Eta","fk04","VINE",-4.88
"Eta","fk07","ALFAL",-4.88
"Eta","fk07","ALPIS",-4.88
"Eta","fk07","CORN",-4.88
"Eta","fk07","COTTN",-4.88
"Eta","fk07","CUCUR",-4.88
"Eta","fk07","DRYBN",-4.88
"Eta","fk07","FRTOM",-4.88
"Eta","fk07","GRAIN",-4.88
"Eta","fk07","ONGAR",-4.88
"Eta","fk07","OTHDEC",-4.88
"Eta","fk07","OTHFLD",-4.88
"Eta","fk07","OTHTRK",-4.88
"Eta","fk07","PASTR",-4.88
"Eta","fk07","POTATO",-4.88
"Eta","fk07","PRTOM",-4.88
"Eta","fk07","RICE",-4.88
"Eta","fk07","SAFLR",-4.88
"Eta","fk07","SBEET",-4.88
"Eta","fk07","SUBTRP",-4.88
"Eta","fk07","VINE",-4.88
"Eta","fk11","ALFAL",-4.88
"Eta","fk11","ALPIS",-4.88
"Eta","fk11","CORN",-4.88
"Eta","fk11","COTTN",-4.88
"Eta","fk11","CUCUR",-4.88
"Eta","fk11","DRYBN",-4.88
"Eta","fk11","FRTOM",-4.88
"Eta","fk11","GRAIN",-4.88
"Eta","fk11","ONGAR",-4.88
"Eta","fk11","OTHDEC",-4.88
"Eta","fk11","OTHFLD",-4.88
"Eta","fk11","OTHTRK",-4.88
"Eta","fk11","PASTR",-4.88
"Eta","fk11","POTATO",-4.88
"Eta","fk11","PRTOM",-4.88
"Eta","fk11","RICE",-4.88
"Eta","fk11","SAFLR",-4.88
"Eta","fk11","SBEET",-4.88
"Eta","fk11","SUBTRP",-4.88
"Eta","fk11","VINE",-4.88
"Eta","fk14","ALFAL",-4.88
"Eta","fk14","ALPIS",-4.88
"Eta","fk14","CORN",-4.88
"Eta","fk14","COTTN",-4.88
"Eta","fk14","CUCUR",-4.88
"Eta","fk14","DRYBN",-4.88
"Eta","fk14","FRTOM",-4.88
"Eta","fk14","GRAIN",-4.88
"Eta","fk14","ONGAR",-4.88
"Eta","fk14","OTHDEC",-4.88
"Eta","fk14","OTHFLD",-4.88
"Eta","fk14","OTHTRK",-4.88
"Eta","fk14","PASTR",-4.88
"Eta","fk14","POTATO",-4.88
"Eta","fk14","PRTOM",-4.88
"Eta","fk14","RICE",-4.88
"Eta","fk14","SAFLR",-4.88
"Eta","fk14","SBEET",-4.88
"Eta","fk14","SUBTRP",-4.88
"Eta","fk14","VINE",-4.88
"Eta","fk12","ALFAL",-4.88
"Eta","fk12","ALPIS",-4.88
"Eta","fk12","CORN",-4.88
"Eta","fk12","COTTN",-4.88
"Eta","fk12","CUCUR",-4.88
"Eta","fk12","DRYBN",-4.88
"Eta","fk12","FRTOM",-4.88
"Eta","fk12","GRAIN",-4.88
"Eta","fk12","ONGAR",-4.88
"Eta","fk12","OTHDEC",-4.88
"Eta","fk12","OTHFLD",-4.88
"Eta","fk12","OTHTRK",-4.88
"Eta","fk12","PASTR",-4.88
"Eta","fk12","POTATO",-4.88
"Eta","fk12","PRTOM",-4.88
"Eta","fk12","RICE",-4.88
"Eta","fk12","SAFLR",-4.88
"Eta","fk12","SBEET",-4.88
"Eta","fk12","SUBTRP",-4.88
"Eta","fk12","VINE",-4.88
"Eta","fk10","ALFAL",-4.88
"Eta","fk10","ALPIS",-4.88
"Eta","fk10","CORN",-4.88
"Eta","fk10","COTTN",-4.88
"Eta","fk10","CUCUR",-4.88
"Eta","fk10","DRYBN",-4.88
"Eta","fk10","FRTOM",-4.88
"Eta","fk10","GRAIN",-4.88
"Eta","fk10","ONGAR",-4.88
"Eta","fk10","OTHDEC",-4.88
"Eta","fk10","OTHFLD",-4.88
"Eta","fk10","OTHTRK",-4.88
"Eta","fk10","PASTR",-4.88
"Eta","fk10","POTATO",-4.88
"Eta","fk10","PRTOM",-4.88
"Eta","fk10","RICE",-4.88
"Eta","fk10","SAFLR",-4.88
"Eta","fk10","SBEET",-4.88
"Eta","fk10","SUBTRP",-4.88
"Eta","fk10","VINE",-4.88
"Eta","fk09","ALFAL",-4.88
"Eta","fk09","ALPIS",-4.88
"Eta","fk09","CORN",-4.88
"Eta","fk09","COTTN",-4.88
"Eta","fk09","CUCUR",-4.88
"Eta","fk09","DRYBN",-4.88
"Eta","fk09","FRTOM",-4.88
"Eta","fk09","GRAIN",-4.88
"Eta","fk09","ONGAR",-4.88
"Eta","fk09","OTHDEC",-4.88
"Eta","fk09","OTHFLD",-4.88
"Eta","fk09","OTHTRK",-4.88
"Eta","fk09","PASTR",-4.88
"Eta","fk09","POTATO",-4.88
"Eta","fk09","PRTOM",-4.88
"Eta","fk09","RICE",-4.88
"Eta","fk09","SAFLR",-4.88
"Eta","fk09","SBEET",-4.88
"Eta","fk09","SUBTRP",-4.88
"Eta","fk09","VINE",-4.88
"Eta","ot2","ALFAL",-4.88
"Eta","ot2","ALPIS",-4.88
"Eta","ot2","CORN",-4.88
"Eta","ot2","COTTN",-4.88
"Eta","ot2","CUCUR",-4.88
"Eta","ot2","DRYBN",-4.88
"Eta","ot2","FRTOM",-4.88
"Eta","ot2","GRAIN",-4.88
"Eta","ot2","ONGAR",-4.88
"Eta","ot2","OTHDEC",-4.88
"Eta","ot2","OTHFLD",-4.88
"Eta","ot2","OTHTRK",-4.88
"Eta","ot2","PASTR",-4.88
"Eta","ot2","POTATO",-4.88
"Eta","ot2","PRTOM",-4.88
"Eta","ot2","RICE",-4.88
"Eta","ot2","SAFLR",-4.88
"Eta","ot2","SBEET",-4.88
"Eta","ot2","SUBTRP",-4.88
"Eta","ot2","VINE",-4.88
"Eta","ot3","ALFAL",-4.88
"Eta","ot3","ALPIS",-4.88
"Eta","ot3","CORN",-4.88
"Eta","ot3","COTTN",-4.88
"Eta","ot3","CUCUR",-4.88
"Eta","ot3","DRYBN",-4.88
"Eta","ot3","FRTOM",-4.88
"Eta","ot3","GRAIN",-4.88
"Eta","ot3","ONGAR",-4.88
"Eta","ot3","OTHDEC",-4.88
"Eta","ot3","OTHFLD",-4.88
"Eta","ot3","OTHTRK",-4.88
"Eta","ot3","PASTR",-4.88
"Eta","ot3","POTATO",-4.88
"Eta","ot3","PRTOM",-4.88
"Eta","ot3","RICE",-4.88
"Eta","ot3","SAFLR",-4.88
"Eta","ot3","SBEET",-4.88
"Eta","ot3","SUBTRP",-4.88
"Eta","ot3","VINE",-4.88
"Eta","ot1","ALFAL",-4.88
"Eta","ot1","ALPIS",-4.88
"Eta","ot1","CORN",-4.88
"Eta","ot1","COTTN",-4.88
"Eta","ot1","CUCUR",-4.88
"Eta","ot1","DRYBN",-4.88
"Eta","ot1","FRTOM",-4.88
"Eta","ot1","GRAIN",-4.88
"Eta","ot1","ONGAR",-4.88
"Eta","ot1","OTHDEC",-4.88
"Eta","ot1","OTHFLD",-4.88
"Eta","ot1","OTHTRK",-4.88
"Eta","ot1","PASTR",-4.88
"Eta","ot1","POTATO",-4.88
"Eta","ot1","PRTOM",-4.88
"Eta","ot1","RICE",-4.88
"Eta","ot1","SAFLR",-4.88
"Eta","ot1","SBEET",-4.88
"Eta","ot1","SUBTRP",-4.88
"Eta","ot1","VINE",-4.88
