Parameter,Region,Crop,Level
DELTA_DEC,D06,PASTR,6.85E+03
DELTA_DEC,D06,POTATO,0
DELTA_DEC,D06,PRTOM,2.75E+04
DELTA_DEC,D06,RICE,0
DELTA_DEC,D06,SAFLR,1.18E+03
DELTA_DEC,D06,SBEET,0
DELTA_DEC,D06,SUBTRP,5.22E+05
DELTA_DEC,D06,VINE,5.63E+02
DELTA_DEC,D07,ALFAL,3.09E+05
DELTA_DEC,D07,ALPIS,1.06E+03
DELTA_DEC,D07,CORN,5.48E+04
DELTA_DEC,D07,COTTN,2.74E+05
DELTA_DEC,D07,CUCUR,0
DELTA_DEC,D07,DRYBN,1.21E+02
DELTA_DEC,D07,FRTOM,0
DELTA_DEC,D07,GRAIN,8.47E+04
DELTA_DEC,D07,ONGAR,3.92E+03
DELTA_DEC,D07,OTHDEC,0
DELTA_DEC,D07,OTHFLD,6.58E+05
DELTA_DEC,D07,OTHTRK,2.11E+04
DELTA_DEC,D07,PASTR,1.66E+03
DELTA_DEC,D07,POTATO,1.29E+04
DELTA_DEC,D07,PRTOM,1.99E+03
DELTA_DEC,D07,RICE,0
DELTA_DEC,D07,SAFLR,0
DELTA_DEC,D07,SBEET,0
DELTA_DEC,D07,SUBTRP,0
DELTA_DEC,D07,VINE,4.14E+01
DELTA_DEC,D08,ALFAL,1.96E+05
DELTA_DEC,D08,ALPIS,3.63E+02
DELTA_DEC,D08,CORN,4.45E+04
DELTA_DEC,D08,COTTN,1.57E+06
DELTA_DEC,D08,CUCUR,0.0001166
DELTA_DEC,D08,DRYBN,0
DELTA_DEC,D08,FRTOM,0
DELTA_DEC,D08,GRAIN,6.77E+04
DELTA_DEC,D08,ONGAR,1.10E+04
DELTA_DEC,D08,OTHDEC,3.33E+02
DELTA_DEC,D08,OTHFLD,2.56E+05
DELTA_DEC,D08,OTHTRK,0
DELTA_DEC,D08,PASTR,0
DELTA_DEC,D08,POTATO,0
DELTA_DEC,D08,PRTOM,2.10E+04
DELTA_DEC,D08,RICE,0
DELTA_DEC,D08,SAFLR,0
DELTA_DEC,D08,SBEET,0
DELTA_DEC,D08,SUBTRP,5.35E+04
DELTA_DEC,D08,VINE,6.01E+01
DELTA_DEC,D09,ALFAL,0
DELTA_DEC,D09,ALPIS,7.41E+02
DELTA_DEC,D09,CORN,0
DELTA_DEC,D09,COTTN,0
DELTA_DEC,D09,CUCUR,0.000149851
DELTA_DEC,D09,DRYBN,0
DELTA_DEC,D09,FRTOM,0
DELTA_DEC,D09,GRAIN,3.31E+03
DELTA_DEC,D09,ONGAR,0
DELTA_DEC,D09,OTHDEC,1.84E+02
DELTA_DEC,D09,OTHFLD,0
DELTA_DEC,D09,OTHTRK,2.99E+03
DELTA_DEC,D09,PASTR,0
DELTA_DEC,D09,POTATO,1.58E+03
DELTA_DEC,D09,PRTOM,0
DELTA_DEC,D09,RICE,0
DELTA_DEC,D09,SAFLR,0
DELTA_DEC,D09,SBEET,0
DELTA_DEC,D09,SUBTRP,5.78E+06
DELTA_DEC,D09,VINE,1.05E+03
DELTA_DEC,D10,ALFAL,0
DELTA_DEC,D10,ALPIS,0
DELTA_DEC,D10,CORN,0
DELTA_DEC,D10,COTTN,7.41E+05
DELTA_DEC,D10,CUCUR,0
DELTA_DEC,D10,DRYBN,1.23E+02
DELTA_DEC,D10,FRTOM,0
DELTA_DEC,D10,GRAIN,1.24E+04
DELTA_DEC,D10,ONGAR,6.32E+03
DELTA_DEC,D10,OTHDEC,0
DELTA_DEC,D10,OTHFLD,0
DELTA_DEC,D10,OTHTRK,0
DELTA_DEC,D10,PASTR,0
DELTA_DEC,D10,POTATO,0
DELTA_DEC,D10,PRTOM,8.58E+04
DELTA_DEC,D10,RICE,0
DELTA_DEC,D10,SAFLR,2.10E+03
DELTA_DEC,D10,SBEET,0
DELTA_DEC,D10,SUBTRP,0
DELTA_DEC,D10,VINE,0
DELTA_DEC,D11,ALFAL,3.70E+03
DELTA_DEC,D11,ALPIS,1.51E+03
DELTA_DEC,D11,CORN,0
DELTA_DEC,D11,COTTN,0
DELTA_DEC,D11,CUCUR,0
DELTA_DEC,D11,DRYBN,0
DELTA_DEC,D11,FRTOM,0
DELTA_DEC,D11,GRAIN,3.04E+04
DELTA_DEC,D11,ONGAR,0
DELTA_DEC,D11,OTHDEC,1.54E+03
DELTA_DEC,D11,OTHFLD,0
DELTA_DEC,D11,OTHTRK,0
DELTA_DEC,D11,PASTR,3.02E+03
DELTA_DEC,D11,POTATO,0
DELTA_DEC,D11,PRTOM,0
DELTA_DEC,D11,RICE,0
DELTA_DEC,D11,SAFLR,1.34E+03
DELTA_DEC,D11,SBEET,0
DELTA_DEC,D11,SUBTRP,0
DELTA_DEC,D11,VINE,6.82E+01
DELTA_DEC,fk13,ALFAL,6.17E+05
DELTA_DEC,fk13,ALPIS,7.28E+02
DELTA_DEC,fk13,CORN,1.23E+06
DELTA_DEC,fk13,COTTN,0
DELTA_DEC,fk13,CUCUR,0
DELTA_DEC,fk13,DRYBN,1.81E+03
DELTA_DEC,fk13,FRTOM,0
DELTA_DEC,fk13,GRAIN,0
DELTA_DEC,fk13,ONGAR,0
DELTA_DEC,fk13,OTHDEC,7.87E+02
DELTA_DEC,fk13,OTHFLD,0
DELTA_DEC,fk13,OTHTRK,2.01E+03
DELTA_DEC,fk13,PASTR,1.27E+03
DELTA_DEC,fk13,POTATO,0
DELTA_DEC,fk13,PRTOM,0
DELTA_DEC,fk13,RICE,0
DELTA_DEC,fk13,SAFLR,0
DELTA_DEC,fk13,SBEET,0
DELTA_DEC,fk13,SUBTRP,4.70E+04
DELTA_DEC,fk13,VINE,9.12E+01
DELTA_DEC,fk08,ALFAL,1.45E+04
DELTA_DEC,fk08,ALPIS,4.59E+02
DELTA_DEC,fk08,CORN,7.95E+04
DELTA_DEC,fk08,COTTN,0
DELTA_DEC,fk08,CUCUR,0
DELTA_DEC,fk08,DRYBN,0
DELTA_DEC,fk08,FRTOM,0
DELTA_DEC,fk08,GRAIN,1.14E+03
DELTA_DEC,fk08,ONGAR,0
DELTA_DEC,fk08,OTHDEC,3.74E+02
DELTA_DEC,fk08,OTHFLD,0
DELTA_DEC,fk08,OTHTRK,0
DELTA_DEC,fk08,PASTR,0
DELTA_DEC,fk08,POTATO,0
DELTA_DEC,fk08,PRTOM,0
DELTA_DEC,fk08,RICE,0
DELTA_DEC,fk08,SAFLR,0
DELTA_DEC,fk08,SBEET,0
DELTA_DEC,fk08,SUBTRP,3.87E+05
DELTA_DEC,fk08,VINE,4.57E+02
DELTA_DEC,fk01,ALFAL,2.76E+03
DELTA_DEC,fk01,ALPIS,1.58E+03
DELTA_DEC,fk01,CORN,4.00E+03
DELTA_DEC,fk01,COTTN,0
DELTA_DEC,fk01,CUCUR,4.68377E-05
DELTA_DEC,fk01,DRYBN,2.91E+01
DELTA_DEC,fk01,FRTOM,0
DELTA_DEC,fk01,GRAIN,0
DELTA_DEC,fk01,ONGAR,0
DELTA_DEC,fk01,OTHDEC,1.32E+02
DELTA_DEC,fk01,OTHFLD,0
DELTA_DEC,fk01,OTHTRK,9.08E+03
DELTA_DEC,fk01,PASTR,0
DELTA_DEC,fk01,POTATO,0
DELTA_DEC,fk01,PRTOM,0
DELTA_DEC,fk01,RICE,0
DELTA_DEC,fk01,SAFLR,0
DELTA_DEC,fk01,SBEET,0
DELTA_DEC,fk01,SUBTRP,3.35E+05
DELTA_DEC,fk01,VINE,3.02E+03
DELTA_DEC,fk06,ALFAL,8.03E+05
DELTA_DEC,fk06,ALPIS,1.18E+03
DELTA_DEC,fk06,CORN,2.19E+06
DELTA_DEC,fk06,COTTN,0
DELTA_DEC,fk06,CUCUR,0
DELTA_DEC,fk06,DRYBN,1.40E+02
DELTA_DEC,fk06,FRTOM,2.17E+04
DELTA_DEC,fk06,GRAIN,6.99E+03
DELTA_DEC,fk06,ONGAR,0
DELTA_DEC,fk06,OTHDEC,8.00E+02
DELTA_DEC,fk06,OTHFLD,0
DELTA_DEC,fk06,OTHTRK,1.00E+04
DELTA_DEC,fk06,PASTR,8.23E+02
DELTA_DEC,fk06,POTATO,0
DELTA_DEC,fk06,PRTOM,0
DELTA_DEC,fk06,RICE,0
DELTA_DEC,fk06,SAFLR,0
DELTA_DEC,fk06,SBEET,0
DELTA_DEC,fk06,SUBTRP,1.02E+05
DELTA_DEC,fk06,VINE,2.34E+02
DELTA_DEC,fk03,ALFAL,3.12E+03
DELTA_DEC,fk03,ALPIS,3.46E+02
DELTA_DEC,fk03,CORN,0
DELTA_DEC,fk03,COTTN,0
DELTA_DEC,fk03,CUCUR,0
DELTA_DEC,fk03,DRYBN,0
DELTA_DEC,fk03,FRTOM,0
DELTA_DEC,fk03,GRAIN,0
DELTA_DEC,fk03,ONGAR,0
DELTA_DEC,fk03,OTHDEC,3.10E+01
DELTA_DEC,fk03,OTHFLD,0
DELTA_DEC,fk03,OTHTRK,1.73E+03
DELTA_DEC,fk03,PASTR,0
DELTA_DEC,fk03,POTATO,0
DELTA_DEC,fk03,PRTOM,0
DELTA_DEC,fk03,RICE,0
DELTA_DEC,fk03,SAFLR,0
DELTA_DEC,fk03,SBEET,0
DELTA_DEC,fk03,SUBTRP,1.13E+05
DELTA_DEC,fk03,VINE,6.15E+02
DELTA_DEC,fk05,ALFAL,0
DELTA_DEC,fk05,ALPIS,0
DELTA_DEC,fk05,CORN,0
DELTA_DEC,fk05,COTTN,0
DELTA_DEC,fk05,CUCUR,0
DELTA_DEC,fk05,DRYBN,0
DELTA_DEC,fk05,FRTOM,0
DELTA_DEC,fk05,GRAIN,0
DELTA_DEC,fk05,ONGAR,0
DELTA_DEC,fk05,OTHDEC,1.00E+01
DELTA_DEC,fk05,OTHFLD,0
DELTA_DEC,fk05,OTHTRK,0
DELTA_DEC,fk05,PASTR,0
DELTA_DEC,fk05,POTATO,0
DELTA_DEC,fk05,PRTOM,0
DELTA_DEC,fk05,RICE,0
DELTA_DEC,fk05,SAFLR,0
DELTA_DEC,fk05,SBEET,0
DELTA_DEC,fk05,SUBTRP,5.53E+04
DELTA_DEC,fk05,VINE,0
DELTA_DEC,fk02,ALFAL,0
DELTA_DEC,fk02,ALPIS,1.863981088
DELTA_DEC,fk02,CORN,0
DELTA_DEC,fk02,COTTN,0
DELTA_DEC,fk02,CUCUR,0
DELTA_DEC,fk02,DRYBN,0
DELTA_DEC,fk02,FRTOM,0
DELTA_DEC,fk02,GRAIN,0
DELTA_DEC,fk02,ONGAR,0
DELTA_DEC,fk02,OTHDEC,3.90E+01
DELTA_DEC,fk02,OTHFLD,0
DELTA_DEC,fk02,OTHTRK,0
DELTA_DEC,fk02,PASTR,0
DELTA_DEC,fk02,POTATO,0
DELTA_DEC,fk02,PRTOM,0
DELTA_DEC,fk02,RICE,0
DELTA_DEC,fk02,SAFLR,0
DELTA_DEC,fk02,SBEET,0
DELTA_DEC,fk02,SUBTRP,1.10E+05
DELTA_DEC,fk02,VINE,1.32E+01
DELTA_DEC,fk04,ALFAL,4.15E+04
DELTA_DEC,fk04,ALPIS,6.29E+01
DELTA_DEC,fk04,CORN,4.16E+04
DELTA_DEC,fk04,COTTN,0
DELTA_DEC,fk04,CUCUR,0
DELTA_DEC,fk04,DRYBN,2.84E+02
DELTA_DEC,fk04,FRTOM,0
DELTA_DEC,fk04,GRAIN,1.88E+03
DELTA_DEC,fk04,ONGAR,0
DELTA_DEC,fk04,OTHDEC,3.80E+02
DELTA_DEC,fk04,OTHFLD,0
DELTA_DEC,fk04,OTHTRK,1.06E+03
DELTA_DEC,fk04,PASTR,1.30E+03
DELTA_DEC,fk04,POTATO,0
DELTA_DEC,fk04,PRTOM,0
DELTA_DEC,fk04,RICE,0
DELTA_DEC,fk04,SAFLR,0
DELTA_DEC,fk04,SBEET,0
DELTA_DEC,fk04,SUBTRP,2.27E+06
DELTA_DEC,fk04,VINE,1.34E+02
DELTA_DEC,fk07,ALFAL,8.42E+04
DELTA_DEC,fk07,ALPIS,1.46E+02
DELTA_DEC,fk07,CORN,7.44E+04
DELTA_DEC,fk07,COTTN,0
DELTA_DEC,fk07,CUCUR,0
DELTA_DEC,fk07,DRYBN,7.49E+01
DELTA_DEC,fk07,FRTOM,0
DELTA_DEC,fk07,GRAIN,5.16E+03
DELTA_DEC,fk07,ONGAR,0
DELTA_DEC,fk07,OTHDEC,7.42E+02
DELTA_DEC,fk07,OTHFLD,0
DELTA_DEC,fk07,OTHTRK,3.05E+03
DELTA_DEC,fk07,PASTR,9.09E+02
DELTA_DEC,fk07,POTATO,0
DELTA_DEC,fk07,PRTOM,0
DELTA_DEC,fk07,RICE,0
DELTA_DEC,fk07,SAFLR,0
DELTA_DEC,fk07,SBEET,0
DELTA_DEC,fk07,SUBTRP,1.40E+05
DELTA_DEC,fk07,VINE,8.43E+01
DELTA_DEC,fk11,ALFAL,0
DELTA_DEC,fk11,ALPIS,0
DELTA_DEC,fk11,CORN,0
DELTA_DEC,fk11,COTTN,0
DELTA_DEC,fk11,CUCUR,0
DELTA_DEC,fk11,DRYBN,0
DELTA_DEC,fk11,FRTOM,0
DELTA_DEC,fk11,GRAIN,0
DELTA_DEC,fk11,ONGAR,0
DELTA_DEC,fk11,OTHDEC,0
DELTA_DEC,fk11,OTHFLD,0
DELTA_DEC,fk11,OTHTRK,0
DELTA_DEC,fk11,PASTR,0
DELTA_DEC,fk11,POTATO,0
DELTA_DEC,fk11,PRTOM,0
DELTA_DEC,fk11,RICE,0
DELTA_DEC,fk11,SAFLR,0
DELTA_DEC,fk11,SBEET,0
DELTA_DEC,fk11,SUBTRP,2.65E+04
DELTA_DEC,fk11,VINE,0
DELTA_DEC,fk14,ALFAL,0
DELTA_DEC,fk14,ALPIS,0
DELTA_DEC,fk14,CORN,0
DELTA_DEC,fk14,COTTN,0
DELTA_DEC,fk14,CUCUR,0
DELTA_DEC,fk14,DRYBN,0
DELTA_DEC,fk14,FRTOM,0
DELTA_DEC,fk14,GRAIN,0
DELTA_DEC,fk14,ONGAR,0
DELTA_DEC,fk14,OTHDEC,0
DELTA_DEC,fk14,OTHFLD,0
DELTA_DEC,fk14,OTHTRK,0
DELTA_DEC,fk14,PASTR,0
DELTA_DEC,fk14,POTATO,0
DELTA_DEC,fk14,PRTOM,0
DELTA_DEC,fk14,RICE,0
DELTA_DEC,fk14,SAFLR,0
DELTA_DEC,fk14,SBEET,0
DELTA_DEC,fk14,SUBTRP,0
DELTA_DEC,fk14,VINE,0
DELTA_DEC,fk12,ALFAL,0
DELTA_DEC,fk12,ALPIS,9.75E+01
DELTA_DEC,fk12,CORN,0
DELTA_DEC,fk12,COTTN,0
DELTA_DEC,fk12,CUCUR,0
DELTA_DEC,fk12,DRYBN,0
DELTA_DEC,fk12,FRTOM,0
DELTA_DEC,fk12,GRAIN,6.57E+02
DELTA_DEC,fk12,ONGAR,0
DELTA_DEC,fk12,OTHDEC,3.20E+01
DELTA_DEC,fk12,OTHFLD,0
DELTA_DEC,fk12,OTHTRK,0
DELTA_DEC,fk12,PASTR,0
DELTA_DEC,fk12,POTATO,0
DELTA_DEC,fk12,PRTOM,0
DELTA_DEC,fk12,RICE,0
DELTA_DEC,fk12,SAFLR,0
DELTA_DEC,fk12,SBEET,0
DELTA_DEC,fk12,SUBTRP,1.72E+05
DELTA_DEC,fk12,VINE,0
DELTA_DEC,fk10,ALFAL,7.42E+04
DELTA_DEC,fk10,ALPIS,1.41E+03
DELTA_DEC,fk10,CORN,3.12E+04
DELTA_DEC,fk10,COTTN,2.61E+04
DELTA_DEC,fk10,CUCUR,6.44166E-05
DELTA_DEC,fk10,DRYBN,0
DELTA_DEC,fk10,FRTOM,0
DELTA_DEC,fk10,GRAIN,3.15E+04
DELTA_DEC,fk10,ONGAR,2.61E+03
DELTA_DEC,fk10,OTHDEC,1.93E+02
DELTA_DEC,fk10,OTHFLD,1.07E+05
DELTA_DEC,fk10,OTHTRK,2.98E+03
DELTA_DEC,fk10,PASTR,0
DELTA_DEC,fk10,POTATO,0
DELTA_DEC,fk10,PRTOM,0
DELTA_DEC,fk10,RICE,0
DELTA_DEC,fk10,SAFLR,0
DELTA_DEC,fk10,SBEET,0
DELTA_DEC,fk10,SUBTRP,2.96E+06
DELTA_DEC,fk10,VINE,1.96E+03
DELTA_DEC,fk09,ALFAL,1.37E+05
DELTA_DEC,fk09,ALPIS,1.39E+03
DELTA_DEC,fk09,CORN,2.25E+04
DELTA_DEC,fk09,COTTN,2.86E+04
DELTA_DEC,fk09,CUCUR,0
DELTA_DEC,fk09,DRYBN,2.06E+02
DELTA_DEC,fk09,FRTOM,0
DELTA_DEC,fk09,GRAIN,2.47E+04
DELTA_DEC,fk09,ONGAR,1.39E+03
DELTA_DEC,fk09,OTHDEC,1.63E+02
DELTA_DEC,fk09,OTHFLD,0
DELTA_DEC,fk09,OTHTRK,1.37E+04
DELTA_DEC,fk09,PASTR,0
DELTA_DEC,fk09,POTATO,3.43E+03
DELTA_DEC,fk09,PRTOM,3.49E+03
DELTA_DEC,fk09,RICE,0
DELTA_DEC,fk09,SAFLR,0
DELTA_DEC,fk09,SBEET,0
DELTA_DEC,fk09,SUBTRP,0
DELTA_DEC,fk09,VINE,2.08E+02
DELTA_DEC,ot2,ALFAL,1.13E+05
DELTA_DEC,ot2,ALPIS,3.03E+03
DELTA_DEC,ot2,CORN,1.13E+04
DELTA_DEC,ot2,COTTN,1.63E+05
DELTA_DEC,ot2,CUCUR,6.80615E-05
DELTA_DEC,ot2,DRYBN,1.22E+02
DELTA_DEC,ot2,FRTOM,0
DELTA_DEC,ot2,GRAIN,4.05E+04
DELTA_DEC,ot2,ONGAR,9.79E+03
DELTA_DEC,ot2,OTHDEC,2.18E+02
DELTA_DEC,ot2,OTHFLD,8.33E+04
DELTA_DEC,ot2,OTHTRK,3.35E+04
DELTA_DEC,ot2,PASTR,0
DELTA_DEC,ot2,POTATO,1.43E+04
DELTA_DEC,ot2,PRTOM,8.86E+03
DELTA_DEC,ot2,RICE,0
DELTA_DEC,ot2,SAFLR,0
DELTA_DEC,ot2,SBEET,0
DELTA_DEC,ot2,SUBTRP,0
DELTA_DEC,ot2,VINE,7.47E+02
DELTA_DEC,ot3,ALFAL,0
DELTA_DEC,ot3,ALPIS,3.374061618
DELTA_DEC,ot3,CORN,0
DELTA_DEC,ot3,COTTN,0
DELTA_DEC,ot3,CUCUR,0
DELTA_DEC,ot3,DRYBN,0
DELTA_DEC,ot3,FRTOM,0
DELTA_DEC,ot3,GRAIN,0
DELTA_DEC,ot3,ONGAR,0
DELTA_DEC,ot3,OTHDEC,0
DELTA_DEC,ot3,OTHFLD,0
DELTA_DEC,ot3,OTHTRK,0
DELTA_DEC,ot3,PASTR,0
DELTA_DEC,ot3,POTATO,0
DELTA_DEC,ot3,PRTOM,0
DELTA_DEC,ot3,RICE,0
DELTA_DEC,ot3,SAFLR,0
DELTA_DEC,ot3,SBEET,0
DELTA_DEC,ot3,SUBTRP,2.83E+05
DELTA_DEC,ot3,VINE,0
DELTA_DEC,ot1,ALFAL,0
DELTA_DEC,ot1,ALPIS,2.82E+02
DELTA_DEC,ot1,CORN,0
DELTA_DEC,ot1,COTTN,0
DELTA_DEC,ot1,CUCUR,0
DELTA_DEC,ot1,DRYBN,0
DELTA_DEC,ot1,FRTOM,0
DELTA_DEC,ot1,GRAIN,0
DELTA_DEC,ot1,ONGAR,0
DELTA_DEC,ot1,OTHDEC,2.57E+02
DELTA_DEC,ot1,OTHFLD,0
DELTA_DEC,ot1,OTHTRK,0
DELTA_DEC,ot1,PASTR,0
DELTA_DEC,ot1,POTATO,0
DELTA_DEC,ot1,PRTOM,0
DELTA_DEC,ot1,RICE,0
DELTA_DEC,ot1,SAFLR,0
DELTA_DEC,ot1,SBEET,0
DELTA_DEC,ot1,SUBTRP,0
DELTA_DEC,ot1,VINE,7.30E+01
