1.61E+06,3.81E+06,8.55E+05,7.99E+05,7.52E+04,2.28E+05,2.28E+05,3.55E+05,6.64E+05,3.38E+05,5.32E+05,5.11E+05,1.31E+05,2.81E+04,1.86E+05,8.96E+06,1.39E+06
3.16E+06,4.53E+06,2.44E+06,1.95E+06,2.85E+05,7.32E+05,7.33E+05,1.31E+06,2.04E+06,1.04E+06,2.00E+06,2.00E+06,5.03E+05,1.28E+05,7.04E+05,1.82E+07,5.34E+06
2.11E+06,4.85E+06,1.38E+06,1.16E+06,1.30E+05,4.56E+05,4.56E+05,6.20E+05,1.13E+06,5.36E+05,1.13E+06,1.19E+06,2.92E+05,8.21E+04,4.27E+05,1.28E+07,3.13E+06
2.02E+06,4.68E+06,1.08E+06,9.97E+05,1.13E+05,2.96E+05,2.96E+05,4.35E+05,8.69E+05,3.73E+05,7.10E+05,6.37E+05,1.29E+05,1.96E+04,2.24E+05,1.12E+07,1.72E+06
4.19E+06,7.12E+06,2.55E+06,2.19E+06,3.64E+05,6.95E+05,6.94E+05,1.20E+06,2.04E+06,1.14E+06,1.89E+06,1.59E+06,3.54E+05,8.80E+04,4.60E+05,2.22E+07,4.39E+06
4.26E+06,7.01E+06,3.35E+06,2.56E+06,5.25E+05,9.07E+05,9.05E+05,1.33E+06,2.16E+06,1.17E+06,1.87E+06,1.86E+06,4.98E+05,1.77E+05,7.57E+05,2.42E+07,5.16E+06
4.49E+06,8.68E+06,2.79E+06,2.42E+06,4.29E+05,8.23E+05,8.24E+05,1.28E+06,2.30E+06,1.34E+06,2.38E+06,2.40E+06,7.31E+05,3.28E+05,1.14E+06,2.54E+07,6.97E+06
7.44E+06,1.25E+07,4.10E+06,3.53E+06,6.61E+05,1.14E+06,1.14E+06,1.91E+06,3.20E+06,1.99E+06,3.56E+06,3.10E+06,8.25E+05,3.37E+05,1.28E+06,3.76E+07,9.10E+06
1.74E+06,4.14E+06,1.01E+06,8.62E+05,8.56E+04,3.31E+05,3.31E+05,5.07E+05,9.42E+05,4.48E+05,8.81E+05,9.07E+05,2.32E+05,7.43E+04,4.19E+05,1.04E+07,2.51E+06
6.35E+06,1.21E+07,3.63E+06,3.14E+06,5.29E+05,8.92E+05,8.90E+05,1.43E+06,2.29E+06,1.16E+06,1.94E+06,1.76E+06,5.40E+05,2.26E+05,7.06E+05,3.25E+07,5.18E+06
6.63E+06,1.41E+07,3.21E+06,3.25E+06,3.97E+05,8.90E+05,8.90E+05,1.38E+06,2.54E+06,1.46E+06,2.68E+06,2.48E+06,6.32E+05,2.33E+05,1.27E+06,3.48E+07,7.29E+06
6.32E+06,1.03E+07,3.95E+06,3.39E+06,5.43E+05,1.01E+06,1.01E+06,1.50E+06,2.33E+06,1.27E+06,2.20E+06,1.95E+06,4.85E+05,1.31E+05,7.24E+05,3.16E+07,5.49E+06
5.21E+06,8.08E+06,3.49E+06,2.79E+06,6.08E+05,9.38E+05,9.38E+05,1.48E+06,2.23E+06,1.23E+06,2.00E+06,1.94E+06,6.63E+05,3.63E+05,1.00E+06,2.70E+07,5.97E+06
3.19E+06,5.38E+06,1.64E+06,1.57E+06,2.21E+05,5.06E+05,5.06E+05,7.49E+05,1.43E+06,7.33E+05,1.35E+06,1.20E+06,3.28E+05,1.06E+05,5.76E+05,1.59E+07,3.56E+06
4.34E+06,8.29E+06,2.96E+06,2.48E+06,4.40E+05,8.38E+05,8.38E+05,1.38E+06,2.27E+06,1.19E+06,2.25E+06,2.14E+06,5.79E+05,2.10E+05,8.74E+05,2.50E+07,6.06E+06
3.49E+06,6.06E+06,2.34E+06,1.98E+06,2.88E+05,6.68E+05,6.68E+05,1.05E+06,1.67E+06,8.75E+05,1.66E+06,1.55E+06,3.58E+05,9.23E+04,6.10E+05,1.91E+07,4.28E+06
2.39E+06,5.00E+06,1.34E+06,1.28E+06,1.30E+05,3.93E+05,3.93E+05,5.98E+05,1.02E+06,4.95E+05,1.00E+06,9.77E+05,2.21E+05,3.84E+04,3.82E+05,1.30E+07,2.62E+06
3.83E+06,7.61E+06,2.23E+06,1.99E+06,2.69E+05,6.20E+05,6.21E+05,8.97E+05,1.36E+06,6.77E+05,1.19E+06,9.71E+05,2.58E+05,6.27E+04,3.22E+05,2.01E+07,2.81E+06
2.48E+06,5.84E+06,1.81E+06,1.44E+06,2.34E+05,5.18E+05,5.17E+05,7.29E+05,1.25E+06,6.37E+05,1.17E+06,9.66E+05,2.22E+05,5.02E+04,2.97E+05,1.55E+07,2.71E+06
5.66E+06,7.93E+06,4.68E+06,3.68E+06,6.58E+05,1.29E+06,1.29E+06,1.84E+06,2.57E+06,1.24E+06,1.83E+06,1.68E+06,4.49E+05,1.42E+05,5.85E+05,3.08E+07,4.69E+06
4.60E+06,8.71E+06,2.98E+06,2.46E+06,5.02E+05,6.91E+05,6.91E+05,9.90E+05,1.58E+06,7.60E+05,1.41E+06,1.22E+06,3.01E+05,1.04E+05,4.04E+05,2.40E+07,3.44E+06
7.53E+06,1.08E+07,4.67E+06,3.87E+06,7.32E+05,1.29E+06,1.29E+06,1.88E+06,2.89E+06,1.54E+06,2.80E+06,2.73E+06,8.12E+05,2.99E+05,1.42E+06,3.65E+07,8.06E+06
5.19E+06,9.06E+06,2.64E+06,2.51E+06,2.55E+05,6.86E+05,6.86E+05,9.54E+05,1.50E+06,6.00E+05,1.19E+06,1.11E+06,2.95E+05,9.40E+04,5.04E+05,2.41E+07,3.19E+06
4.22E+06,9.65E+06,2.02E+06,1.92E+06,2.40E+05,5.43E+05,5.43E+05,9.00E+05,1.45E+06,6.77E+05,1.33E+06,1.31E+06,3.09E+05,8.89E+04,5.02E+05,2.22E+07,3.54E+06
4.16E+06,7.60E+06,2.70E+06,2.37E+06,3.93E+05,6.66E+05,6.66E+05,1.02E+06,1.72E+06,8.86E+05,1.58E+06,1.47E+06,4.53E+05,1.16E+05,4.25E+05,2.22E+07,4.04E+06
6.25E+06,1.08E+07,3.47E+06,2.85E+06,4.89E+05,1.04E+06,1.04E+06,1.55E+06,2.56E+06,1.33E+06,2.55E+06,2.16E+06,5.47E+05,1.57E+05,8.09E+05,3.14E+07,6.22E+06
3.89E+06,8.18E+06,2.18E+06,2.06E+06,2.49E+05,6.13E+05,6.15E+05,8.99E+05,1.43E+06,6.52E+05,1.34E+06,1.27E+06,3.06E+05,7.02E+04,4.34E+05,2.08E+07,3.42E+06
6.65E+06,1.41E+07,3.97E+06,3.38E+06,6.63E+05,1.06E+06,1.06E+06,1.66E+06,2.58E+06,1.39E+06,2.60E+06,2.42E+06,6.29E+05,2.19E+05,1.07E+06,3.66E+07,6.93E+06
2.73E+06,6.55E+06,1.21E+06,1.18E+06,1.22E+05,3.80E+05,3.80E+05,5.70E+05,1.00E+06,4.52E+05,9.41E+05,7.93E+05,1.47E+05,2.67E+04,2.49E+05,1.46E+07,2.16E+06
3.40E+06,7.30E+06,1.74E+06,1.78E+06,1.71E+05,4.27E+05,4.28E+05,6.11E+05,1.08E+06,4.95E+05,8.53E+05,7.45E+05,1.89E+05,5.15E+04,2.85E+05,1.74E+07,2.12E+06
2.55E+06,7.03E+06,1.02E+06,1.10E+06,5.93E+04,2.89E+05,2.88E+05,3.99E+05,7.15E+05,3.01E+05,6.33E+05,5.41E+05,1.10E+05,2.22E+04,1.67E+05,1.38E+07,1.47E+06
4.85E+06,8.14E+06,2.54E+06,2.59E+06,2.72E+05,6.80E+05,6.80E+05,1.02E+06,1.78E+06,9.29E+05,1.91E+06,1.83E+06,4.02E+05,8.75E+04,6.62E+05,2.35E+07,4.90E+06
5.32E+06,9.14E+06,3.28E+06,2.82E+06,4.63E+05,9.04E+05,9.04E+05,1.31E+06,2.16E+06,1.03E+06,2.03E+06,1.94E+06,5.13E+05,1.28E+05,7.72E+05,2.73E+07,5.38E+06
4.24E+06,7.03E+06,2.90E+06,2.59E+06,3.59E+05,6.81E+05,6.81E+05,9.53E+05,1.54E+06,6.30E+05,1.05E+06,9.26E+05,2.52E+05,7.19E+04,3.21E+05,2.16E+07,2.62E+06
5.17E+06,8.59E+06,3.08E+06,2.65E+06,4.80E+05,9.53E+05,9.53E+05,1.45E+06,2.38E+06,1.24E+06,2.21E+06,1.88E+06,4.73E+05,1.26E+05,7.03E+05,2.70E+07,5.40E+06
3.19E+06,8.01E+06,1.57E+06,1.66E+06,1.94E+05,5.00E+05,5.00E+05,7.53E+05,1.37E+06,6.85E+05,1.36E+06,1.39E+06,4.33E+05,1.77E+05,6.50E+05,1.84E+07,4.01E+06
5.87E+06,9.33E+06,3.75E+06,3.00E+06,5.95E+05,1.08E+06,1.08E+06,1.82E+06,2.86E+06,1.61E+06,3.07E+06,2.98E+06,8.29E+05,2.47E+05,1.35E+06,3.10E+07,8.48E+06
3.65E+06,7.55E+06,1.79E+06,1.70E+06,1.98E+05,4.57E+05,4.55E+05,7.05E+05,1.13E+06,4.59E+05,8.88E+05,8.29E+05,2.17E+05,6.48E+04,4.36E+05,1.81E+07,2.44E+06
7.56E+06,1.23E+07,4.60E+06,3.88E+06,7.21E+05,1.36E+06,1.36E+06,2.23E+06,3.87E+06,2.20E+06,4.04E+06,4.21E+06,1.28E+06,5.09E+05,2.28E+06,4.01E+07,1.23E+07
6.20E+06,1.26E+07,3.28E+06,2.98E+06,5.18E+05,9.11E+05,9.11E+05,1.33E+06,1.99E+06,8.88E+05,1.46E+06,1.29E+06,3.56E+05,1.19E+05,5.66E+05,3.16E+07,3.79E+06
5.43E+06,8.95E+06,2.64E+06,2.51E+06,3.29E+05,7.40E+05,7.40E+05,1.04E+06,1.58E+06,7.07E+05,1.39E+06,1.14E+06,2.86E+05,8.02E+04,4.13E+05,2.47E+07,3.31E+06
3.44E+06,7.26E+06,2.02E+06,1.97E+06,2.00E+05,5.46E+05,5.45E+05,7.71E+05,1.24E+06,5.52E+05,1.04E+06,8.59E+05,1.71E+05,3.60E+04,2.59E+05,1.85E+07,2.37E+06
5.96E+06,1.21E+07,3.46E+06,3.21E+06,5.55E+05,8.94E+05,8.94E+05,1.43E+06,2.22E+06,1.18E+06,2.14E+06,2.14E+06,6.30E+05,2.31E+05,9.30E+05,3.19E+07,6.07E+06
6.84E+06,1.27E+07,3.57E+06,3.09E+06,4.79E+05,8.62E+05,8.61E+05,1.38E+06,1.97E+06,1.04E+06,2.07E+06,1.98E+06,4.73E+05,1.50E+05,7.83E+05,3.28E+07,5.45E+06
4.94E+06,9.38E+06,2.75E+06,2.48E+06,3.95E+05,8.20E+05,8.20E+05,1.28E+06,2.12E+06,1.14E+06,1.83E+06,1.58E+06,3.92E+05,1.24E+05,5.45E+05,2.61E+07,4.48E+06
1.58E+06,4.39E+06,6.01E+05,6.37E+05,5.06E+04,1.93E+05,1.93E+05,3.03E+05,5.39E+05,2.47E+05,5.64E+05,5.03E+05,1.34E+05,3.43E+04,2.33E+05,8.74E+06,1.47E+06
1.25E+06,4.14E+06,5.20E+05,5.24E+05,3.42E+04,1.55E+05,1.55E+05,1.88E+05,4.68E+05,1.79E+05,4.19E+05,4.21E+05,1.04E+05,2.04E+04,1.84E+05,7.61E+06,1.15E+06
5.51E+06,1.13E+07,3.08E+06,2.86E+06,4.82E+05,9.43E+05,9.45E+05,1.59E+06,2.87E+06,1.76E+06,3.40E+06,3.37E+06,8.36E+05,2.75E+05,1.56E+06,3.13E+07,9.45E+06
3.22E+06,6.38E+06,2.18E+06,1.88E+06,3.54E+05,7.18E+05,7.17E+05,1.19E+06,1.96E+06,1.07E+06,1.82E+06,1.70E+06,4.12E+05,1.11E+05,6.53E+05,1.97E+07,4.70E+06
5.48E+06,9.29E+06,3.75E+06,3.06E+06,6.29E+05,1.11E+06,1.10E+06,1.77E+06,2.98E+06,1.63E+06,2.97E+06,2.97E+06,8.85E+05,3.33E+05,1.58E+06,3.08E+07,8.73E+06
4.77E+06,9.28E+06,2.46E+06,2.42E+06,2.52E+05,5.69E+05,5.68E+05,8.59E+05,1.43E+06,5.95E+05,1.15E+06,1.10E+06,2.59E+05,8.02E+04,4.33E+05,2.32E+07,3.02E+06
7.48E+06,1.17E+07,5.69E+06,4.17E+06,1.08E+06,1.57E+06,1.57E+06,2.42E+06,3.96E+06,2.11E+06,3.65E+06,3.39E+06,9.14E+05,2.93E+05,1.22E+06,4.17E+07,9.47E+06
1.05E+07,1.88E+07,7.06E+06,5.41E+06,1.35E+06,1.99E+06,1.99E+06,2.98E+06,4.81E+06,2.85E+06,4.59E+06,4.16E+06,1.36E+06,6.13E+05,2.35E+06,5.78E+07,1.31E+07
4.11E+06,7.59E+06,2.52E+06,2.09E+06,3.15E+05,7.72E+05,7.73E+05,1.12E+06,1.87E+06,8.93E+05,1.74E+06,1.71E+06,4.27E+05,1.36E+05,7.79E+05,2.21E+07,4.79E+06
2.42E+06,4.71E+06,1.49E+06,1.22E+06,1.65E+05,4.69E+05,4.69E+05,6.72E+05,1.24E+06,5.71E+05,1.14E+06,1.25E+06,3.33E+05,1.10E+05,6.51E+05,1.34E+07,3.48E+06
6.67E+06,1.07E+07,4.39E+06,3.36E+06,6.86E+05,1.20E+06,1.20E+06,1.88E+06,2.84E+06,1.51E+06,2.95E+06,3.13E+06,7.97E+05,2.41E+05,1.37E+06,3.44E+07,8.49E+06
2.38E+06,5.90E+06,9.40E+05,9.54E+05,6.08E+04,2.63E+05,2.64E+05,3.74E+05,7.03E+05,3.16E+05,7.71E+05,7.56E+05,1.88E+05,5.36E+04,3.65E+05,1.22E+07,2.13E+06
1.98E+06,5.03E+06,8.96E+05,9.69E+05,6.81E+04,2.53E+05,2.53E+05,3.81E+05,7.87E+05,4.00E+05,8.37E+05,8.14E+05,1.83E+05,4.46E+04,2.86E+05,1.10E+07,2.16E+06
3.62E+06,6.38E+06,2.20E+06,2.20E+06,1.97E+05,5.86E+05,5.85E+05,8.02E+05,1.36E+06,5.53E+05,9.60E+05,8.95E+05,2.11E+05,5.26E+04,3.86E+05,1.85E+07,2.50E+06
1.99E+06,4.52E+06,1.04E+06,1.14E+06,9.70E+04,3.01E+05,3.01E+05,4.25E+05,7.61E+05,3.76E+05,7.03E+05,6.64E+05,1.35E+05,2.80E+04,1.97E+05,1.09E+07,1.73E+06
2.11E+06,4.03E+06,1.25E+06,1.21E+06,1.24E+05,3.53E+05,3.53E+05,5.42E+05,1.14E+06,5.80E+05,1.06E+06,1.08E+06,2.60E+05,6.25E+04,3.94E+05,1.17E+07,2.86E+06
2.07E+06,5.60E+06,1.02E+06,9.88E+05,1.27E+05,2.94E+05,2.93E+05,4.87E+05,8.50E+05,4.55E+05,8.24E+05,7.18E+05,1.55E+05,3.36E+04,2.89E+05,1.22E+07,2.02E+06
5.69E+06,1.01E+07,3.32E+06,2.87E+06,5.53E+05,9.92E+05,9.94E+05,1.55E+06,2.60E+06,1.52E+06,2.67E+06,2.47E+06,5.45E+05,1.39E+05,8.44E+05,3.01E+07,6.66E+06
1.91E+06,4.10E+06,9.56E+05,9.63E+05,8.27E+04,2.88E+05,2.88E+05,4.77E+05,9.72E+05,4.17E+05,9.02E+05,9.34E+05,1.97E+05,4.58E+04,3.32E+05,1.05E+07,2.41E+06
9.47E+06,1.56E+07,5.53E+06,4.60E+06,8.82E+05,1.56E+06,1.56E+06,2.36E+06,3.88E+06,2.16E+06,3.83E+06,3.33E+06,8.68E+05,2.57E+05,1.31E+06,4.76E+07,9.60E+06
7.08E+06,1.14E+07,4.64E+06,4.06E+06,6.36E+05,1.15E+06,1.14E+06,1.75E+06,2.74E+06,1.45E+06,2.45E+06,2.25E+06,6.08E+05,2.37E+05,9.88E+05,3.60E+07,6.53E+06
5.45E+06,8.76E+06,3.68E+06,2.86E+06,5.96E+05,1.04E+06,1.04E+06,1.48E+06,2.78E+06,1.49E+06,2.53E+06,2.38E+06,6.92E+05,2.98E+05,1.16E+06,2.92E+07,7.06E+06
7.56E+06,1.67E+07,4.47E+06,3.78E+06,8.23E+05,1.30E+06,1.30E+06,2.12E+06,3.41E+06,1.88E+06,3.21E+06,3.00E+06,9.40E+05,4.66E+05,1.53E+06,4.33E+07,9.15E+06
4.76E+06,8.93E+06,3.13E+06,2.52E+06,4.57E+05,8.79E+05,8.79E+05,1.30E+06,2.03E+06,8.59E+05,1.44E+06,1.17E+06,2.42E+05,8.06E+04,4.10E+05,2.57E+07,3.35E+06
4.22E+06,9.72E+06,2.63E+06,2.23E+06,3.87E+05,7.46E+05,7.44E+05,1.16E+06,2.04E+06,9.81E+05,1.76E+06,1.52E+06,3.77E+05,1.10E+05,4.66E+05,2.49E+07,4.23E+06
2.31E+06,7.06E+06,1.19E+06,1.09E+06,1.45E+05,4.01E+05,4.00E+05,6.11E+05,1.11E+06,5.62E+05,1.10E+06,1.04E+06,2.81E+05,6.84E+04,3.83E+05,1.49E+07,2.88E+06
3.33E+06,7.90E+06,2.05E+06,1.82E+06,2.22E+05,5.76E+05,5.75E+05,8.49E+05,1.40E+06,6.38E+05,1.19E+06,1.16E+06,3.37E+05,9.36E+04,4.15E+05,1.94E+07,3.20E+06
4.42E+06,9.30E+06,2.23E+06,2.23E+06,2.36E+05,6.69E+05,6.69E+05,9.48E+05,1.59E+06,7.90E+05,1.40E+06,1.35E+06,3.79E+05,1.05E+05,5.08E+05,2.31E+07,3.74E+06
3.70E+06,8.69E+06,1.65E+06,1.63E+06,1.92E+05,5.12E+05,5.14E+05,7.75E+05,1.41E+06,6.56E+05,1.20E+06,1.10E+06,2.42E+05,5.27E+04,4.04E+05,1.97E+07,3.00E+06
5.38E+06,9.88E+06,3.99E+06,3.10E+06,5.85E+05,1.14E+06,1.14E+06,1.84E+06,3.11E+06,1.69E+06,2.84E+06,2.52E+06,6.27E+05,1.78E+05,1.12E+06,3.19E+07,7.29E+06
7.15E+06,1.30E+07,4.55E+06,3.48E+06,8.07E+05,1.34E+06,1.34E+06,2.03E+06,3.09E+06,1.69E+06,3.09E+06,2.83E+06,6.97E+05,2.02E+05,1.03E+06,3.84E+07,7.85E+06
2.28E+06,4.79E+06,1.23E+06,1.16E+06,1.46E+05,3.91E+05,3.92E+05,5.30E+05,8.19E+05,3.93E+05,6.57E+05,6.44E+05,1.59E+05,3.64E+04,2.51E+05,1.21E+07,1.75E+06
2.30E+06,5.52E+06,1.20E+06,1.22E+06,1.34E+05,4.21E+05,4.20E+05,6.40E+05,1.19E+06,6.40E+05,1.17E+06,1.25E+06,3.41E+05,8.06E+04,5.16E+05,1.37E+07,3.35E+06
3.10E+06,6.34E+06,1.96E+06,1.67E+06,2.20E+05,6.46E+05,6.46E+05,9.92E+05,1.68E+06,8.58E+05,1.49E+06,1.41E+06,3.41E+05,6.23E+04,4.70E+05,1.81E+07,3.77E+06
4.38E+06,9.40E+06,3.00E+06,2.46E+06,4.13E+05,8.70E+05,8.70E+05,1.35E+06,2.30E+06,1.26E+06,2.25E+06,2.21E+06,6.30E+05,2.02E+05,8.83E+05,2.63E+07,6.18E+06
5.83E+06,8.92E+06,4.05E+06,3.25E+06,6.57E+05,1.24E+06,1.24E+06,1.99E+06,3.06E+06,1.71E+06,3.06E+06,3.13E+06,7.99E+05,2.28E+05,1.34E+06,3.19E+07,8.56E+06
3.84E+06,7.21E+06,2.25E+06,2.15E+06,2.56E+05,4.99E+05,4.99E+05,7.10E+05,1.04E+06,4.82E+05,8.64E+05,7.89E+05,2.45E+05,8.11E+04,3.28E+05,1.89E+07,2.31E+06
2.05E+06,4.17E+06,9.92E+05,8.53E+05,9.50E+04,3.16E+05,3.16E+05,4.96E+05,8.75E+05,3.95E+05,7.64E+05,6.37E+05,1.37E+05,2.63E+04,2.09E+05,1.06E+07,1.77E+06
2.23E+06,5.44E+06,1.16E+06,1.12E+06,9.57E+04,2.89E+05,2.89E+05,3.97E+05,6.66E+05,2.51E+05,5.09E+05,5.44E+05,1.04E+05,1.50E+04,1.76E+05,1.19E+07,1.35E+06
1.61E+06,4.25E+06,7.74E+05,6.88E+05,8.53E+04,2.20E+05,2.20E+05,3.45E+05,6.66E+05,2.25E+05,3.56E+05,3.81E+05,9.49E+04,1.53E+04,1.34E+05,9.08E+06,9.81E+05
